source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources	sorted_eBCs_score.lig	SCbeta_scRNA_melton2019_score.lig	combined_sc_max_score.lig	scRNA_down_in_eBC_score	scRNA_down_in_SCbeta_melton2019_score	scRNA_down_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score.lig	bulkRNA_down_in_SCislet_score	all_sc_proteomics_score.lig	proteomics_down_in_sc_score	aggregate_score.lig	sorted_eBCs_score.rec	SCbeta_scRNA_melton2019_score.rec	combined_sc_max_score.rec	scRNA_up_in_eBC_score	scRNA_up_in_SCbeta_melton2019_score	scRNA_up_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score.rec	bulkRNA_up_in_SCislet_score	all_sc_proteomics_score.rec	proteomics_up_in_sc_score	aggregate_score.rec	interaction_score	interaction_symbol
P23560	Q16620	BDNF	NTRK2	1	1	0	1	1	0	AlzPathway;Baccin2019;BioGRID;CA1;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	AlzPathway:9775403;Baccin2019:76445409312147;BioGRID:21651720;BioGRID:9312147;CA1:1645620;CA1:9648856;CellChatDB:27908981;CellTalkDB:7644540;Cellinker:27908981;Cellinker:7644540;Cellinker:9312147;DIP:9312147;HPMR:7644540;HPRD:9312147;LRdb:7644540;LRdb:931;Lit-BM-17:11855816;Lit-BM-17:21651720;Lit-BM-17:9312147;ProtMapper:21849472;ProtMapper:26740873;ProtMapper:26899129;ProtMapper:28679669;SIGNOR:7679912;SignaLink3:23331499;SignaLink3:9312147;connectomeDB2020:7644540;connectomeDB2020:9312147	28	AlzPathway:9775403;Baccin2019:76445409312147;BioGRID:21651720;BioGRID:9312147;CA1:1645620;CA1:9648856;CellChatDB:27908981;CellTalkDB:7644540;Cellinker:27908981;Cellinker:7644540;Cellinker:9312147;DIP:9312147;HPMR:7644540;HPRD:9312147;LRdb:7644540;LRdb:931;Lit-BM-17:11855816;Lit-BM-17:21651720;Lit-BM-17:9312147;ProtMapper:21849472;ProtMapper:26740873;ProtMapper:26899129;ProtMapper:28679669;SIGNOR:7679912;SignaLink3:23331499;SignaLink3:9312147;connectomeDB2020:7644540;connectomeDB2020:9312147	23	0.33729216152019004	0.2992874109263658	0.2494061757719715	0	0	0	0.5320665083135392	0	0.09501187648456057	0	0.25415676959619954	0.45689655172413796	0.5890804597701149	0.5517241379310345	0	0	0	0.4540229885057471	0	0	0	0.4511494252873563	0.3622448979591837	BDNF-NTRK2
P20783	Q16288	NTF3	NTRK3	1	1	0	1	1	0	AlzPathway;Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	AlzPathway:9775403;Baccin2019:7679912;Baccin2019:9488719;Baccin2019:9973222;CellChatDB:27908981;CellTalkDB:7679912;Cellinker:27908981;Cellinker:7679912;Cellinker:9488719;Cellinker:9973222;DIP:10713102;HPMR:1653651;HPMR:7679912;HPRD:9488719;HPRD:9973222;LRdb:7679912;LRdb:9488719;LRdb:9973222;SIGNOR:1653651;SignaLink3:1653651;SignaLink3:23331499;connectomeDB2020:7679912;connectomeDB2020:9488719;connectomeDB2020:9973222	24	AlzPathway:9775403;Baccin2019:7679912;Baccin2019:9488719;Baccin2019:9973222;CellChatDB:27908981;CellTalkDB:7679912;Cellinker:27908981;Cellinker:7679912;Cellinker:9488719;Cellinker:9973222;DIP:10713102;HPMR:1653651;HPMR:7679912;HPRD:9488719;HPRD:9973222;LRdb:7679912;LRdb:9488719;LRdb:9973222;SIGNOR:1653651;SignaLink3:1653651;SignaLink3:23331499;connectomeDB2020:7679912;connectomeDB2020:9488719;connectomeDB2020:9973222	21	0.48931116389548696	0.2992874109263658	0.43705463182897863	0	0	0	0.42992874109263657	0	0.09501187648456057	0	0.33729216152019004	0.7701149425287356	0.6235632183908046	0.8477011494252874	0	0	0	0.42528735632183906	0.7212643678160919	0	0	0.6781609195402298	0.5625	NTF3-NTRK3
P52798	P54764	EFNA4	EPHA4	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:10366629;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;DIP:19836338;HPRD:10366629;ICELLNET:9530499;LRdb:11114742;SignaLink3:23331499;SignaLink3:9267020;connectomeDB2020:10366629	11	Baccin2019:10366629;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;DIP:19836338;HPRD:10366629;ICELLNET:9530499;LRdb:11114742;SignaLink3:23331499;SignaLink3:9267020;connectomeDB2020:10366629	16	0.32066508313539194	0.22327790973871733	0.2209026128266033	0	0	0	0.28741092636579574	0	0.09501187648456057	0	0.1543942992874109	0.882183908045977	0.7844827586206896	0.8563218390804598	0	0.9568965517241379	0	0.7931034482758621	0.9511494252873564	0	0	0.896551724137931	0.413265306122449	EFNA4-EPHA4
P20827	Q15375	EFNA1	EPHA7	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:93308638755474;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;Cellinker:8755474;Cellinker:9330863;HPMR:9330863;HPRD:8755474;LRdb:11114742;SIGNOR:9576626;SignaLink3:23331499;SignaLink3:8755474;SignaLink3:9576626;connectomeDB2020:8755474;connectomeDB2020:9330863	15	Baccin2019:93308638755474;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;Cellinker:8755474;Cellinker:9330863;HPMR:9330863;HPRD:8755474;LRdb:11114742;SIGNOR:9576626;SignaLink3:23331499;SignaLink3:8755474;SignaLink3:9576626;connectomeDB2020:8755474;connectomeDB2020:9330863	17	0.20902612826603326	0.11401425178147269	0.14251781472684086	0	0	0	0.1995249406175772	0	0.09501187648456057	0	0.09263657957244656	0.6666666666666666	0.5545977011494253	0.8017241379310345	0	0	0	0.8563218390804598	0.9942528735632183	0	0	0.7471264367816092	0.24553571428571427	EFNA1-EPHA7
P52798	Q15375	EFNA4	EPHA7	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:8755474;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;Cellinker:8755474;HPRD:8755474;ICELLNET:9530499;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:8755474	11	Baccin2019:8755474;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;Cellinker:8755474;HPRD:8755474;ICELLNET:9530499;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:8755474	15	0.32066508313539194	0.22327790973871733	0.2209026128266033	0	0	0	0.28741092636579574	0	0.09501187648456057	0	0.1543942992874109	0.6666666666666666	0.5545977011494253	0.8017241379310345	0	0	0	0.8563218390804598	0.9942528735632183	0	0	0.7471264367816092	0.36543367346938777	EFNA4-EPHA7
P52798	P29322	EFNA4	EPHA8	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:10515610;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:10515610;Cellinker:15114347;HPRD:10515610;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10515610	10	Baccin2019:10515610;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:10515610;Cellinker:15114347;HPRD:10515610;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10515610	14	0.32066508313539194	0.22327790973871733	0.2209026128266033	0	0	0	0.28741092636579574	0	0.09501187648456057	0	0.1543942992874109	0.5689655172413793	0.5632183908045977	0.4454022988505747	0	0	0	0.5201149425287356	0	0	0	0.45977011494252873	0.25	EFNA4-EPHA8
P52798	P29317	EFNA4	EPHA2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10607706;Baccin2019:8755474;Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:10607706;Cellinker:15114347;Cellinker:8755474;Cellinker:9330863;HPRD:10607706;HPRD:8755474;ICELLNET:9530499;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10607706;connectomeDB2020:8755474;connectomeDB2020:9330863	18	Baccin2019:10607706;Baccin2019:8755474;Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:10607706;Cellinker:15114347;Cellinker:8755474;Cellinker:9330863;HPRD:10607706;HPRD:8755474;ICELLNET:9530499;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10607706;connectomeDB2020:8755474;connectomeDB2020:9330863	16	0.32066508313539194	0.22327790973871733	0.2209026128266033	0	0	0	0.28741092636579574	0	0.09501187648456057	0	0.1543942992874109	0.34195402298850575	0.14080459770114942	0.49712643678160917	0	0	0	0.4425287356321839	0	0.9137931034482759	0	0.5172413793103449	0.2735969387755102	EFNA4-EPHA2
P52798	P29320	EFNA4	EPHA3	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;connectomeDB2020;iTALK;talklr	CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:9530499;LRdb:11114742;Ramilowski2015:8755474;SignaLink3:23331499;SignaLink3:9195962;SignaLink3:9576626;connectomeDB2020:8755474;talklr:8755474	12	CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:9530499;LRdb:11114742;Ramilowski2015:8755474;SignaLink3:23331499;SignaLink3:9195962;SignaLink3:9576626;connectomeDB2020:8755474;talklr:8755474	14	0.32066508313539194	0.22327790973871733	0.2209026128266033	0	0	0	0.28741092636579574	0	0.09501187648456057	0	0.1543942992874109	0.6752873563218391	0.14080459770114942	0.646551724137931	0	0	0	0.6206896551724138	1	0.9942528735632183	0.9942528735632183	0.8879310344827587	0.4075255102040816	EFNA4-EPHA3
P52798	P54756	EFNA4	EPHA5	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10607706;Baccin2019:8755474;Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:10607706;Cellinker:15114347;Cellinker:8755474;Cellinker:9330863;HPRD:10607706;HPRD:8755474;LRdb:11114742;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10607706;connectomeDB2020:8755474;connectomeDB2020:9330863	18	Baccin2019:10607706;Baccin2019:8755474;Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;Cellinker:10607706;Cellinker:15114347;Cellinker:8755474;Cellinker:9330863;HPRD:10607706;HPRD:8755474;LRdb:11114742;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10607706;connectomeDB2020:8755474;connectomeDB2020:9330863	16	0.32066508313539194	0.22327790973871733	0.2209026128266033	0	0	0	0.28741092636579574	0	0.09501187648456057	0	0.1543942992874109	0.7298850574712644	0.646551724137931	0.6091954022988506	0	0.8448275862068966	0	0.6954022988505747	0.985632183908046	0	0	0.8333333333333334	0.3864795918367347	EFNA4-EPHA5
P21246	Q9UM73	PTN	ALK	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:11278720;CellChatDB:25620911;CellChatDB:28356350;CellTalkDB:11278720;Cellinker:11278720;Cellinker:25620911;Cellinker:28356350;DIP:1848244;HPRD:11278720;LRdb:11278720;SIGNOR:11278720;SignaLink3:11278720;SignaLink3:23331499;connectomeDB2020:11278720	14	Baccin2019:11278720;CellChatDB:25620911;CellChatDB:28356350;CellTalkDB:11278720;Cellinker:11278720;Cellinker:25620911;Cellinker:28356350;DIP:1848244;HPRD:11278720;LRdb:11278720;SIGNOR:11278720;SignaLink3:11278720;SignaLink3:23331499;connectomeDB2020:11278720	15	0.25415676959619954	0.2992874109263658	0.1377672209026128	0	0	0	0.47030878859857483	0	0.09501187648456057	0	0.19714964370546317	0.28160919540229884	0.14080459770114942	0.47126436781609193	0	0	0	0.40229885057471265	0	0	0	0.3160919540229885	0.22831632653061223	PTN-ALK
P21741	Q9UM73	MDK	ALK	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1212200912122000;CellChatDB:19459784;CellTalkDB:12122009;Cellinker:19459784;HPMR:12122009;HPRD:12122009;LRdb:12122009;SignaLink3:12122009;SignaLink3:23331499;connectomeDB2020:12122009	10	Baccin2019:1212200912122000;CellChatDB:19459784;CellTalkDB:12122009;Cellinker:19459784;HPMR:12122009;HPRD:12122009;LRdb:12122009;SignaLink3:12122009;SignaLink3:23331499;connectomeDB2020:12122009	15	0.014251781472684086	0.014251781472684086	0.011876484560570071	0	0	0	0.021377672209026127	0	0.028503562945368172	0	0.0023752969121140144	0.28160919540229884	0.14080459770114942	0.47126436781609193	0	0	0	0.40229885057471265	0	0	0	0.3160919540229885	0.042091836734693876	MDK-ALK
Q9Y264	P35590	ANGPT4	TIE1	1	1	0	1	1	0	CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;SignaLink3;iTALK;talklr	CellTalkDB:15851516;SignaLink3:10051567;SignaLink3:23331499	3	CellTalkDB:15851516;SignaLink3:10051567;SignaLink3:23331499	6	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696	0.45689655172413796	0.14080459770114942	0.35919540229885055	0	0	0	0.1925287356321839	0	0	0	0.29022988505747127	0.41709183673469385	ANGPT4-TIE1
O95841	Q02763	ANGPTL1	TEK	1	1	1	1	1	0	CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr	CellTalkDB:10051567;Cellinker:10051567;HPRD:10051567;LRdb:10051567;SIGNOR:10051567;SIGNOR:15284220;SignaLink3:10051567;SignaLink3:15284220;SignaLink3:23331499;connectomeDB2020:10051567	10	CellTalkDB:10051567;Cellinker:10051567;HPRD:10051567;LRdb:10051567;SIGNOR:10051567;SIGNOR:15284220;SignaLink3:10051567;SignaLink3:15284220;SignaLink3:23331499;connectomeDB2020:10051567	12	0.4323040380047506	0.2992874109263658	0.33966745843230406	0	0.8954869358669834	0	0.6294536817102138	1	0.09501187648456057	0	0.9857482185273159	0	0.14080459770114942	0	0	0	0	0.1925287356321839	0	0	0	0.11494252873563218	0.35841836734693877	ANGPTL1-TEK
P41221	Q01973	WNT5A	ROR1	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;IMEx_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr	CellTalkDB:18287027;Cellinker:18287027;LRdb:18287027;NetPath:18287027;Ramilowski2015:18287027;SIGNOR:22343533;SIGNOR:23151663;SIGNOR:26690702;SignaLink3:21481194;SignaLink3:23331499;connectomeDB2020:18287027;talklr:18287027	12	CellTalkDB:18287027;Cellinker:18287027;LRdb:18287027;NetPath:18287027;Ramilowski2015:18287027;SIGNOR:22343533;SIGNOR:23151663;SIGNOR:26690702;SignaLink3:21481194;SignaLink3:23331499;connectomeDB2020:18287027;talklr:18287027	13	0.15201900237529692	0.0688836104513064	0.2161520190023753	0	0	0	0.04275534441805225	0	0.09501187648456057	0	0.07363420427553444	0.8505747126436781	0.8908045977011494	0.9022988505747126	0	0	0	0.8764367816091954	0	0.9568965517241379	0.9827586206896551	0.9224137931034483	0.24362244897959184	WNT5A-ROR1
P04628	P34925	WNT1	RYK	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1545408415454080;CellTalkDB:15454084;Cellinker:15454084;HPMR:15454084;HPRD:15454084;LRdb:15454084;NetPath:15454084;SIGNOR:15454084;SignaLink3:15454084;SignaLink3:23331499;connectomeDB2020:15454084	11	Baccin2019:1545408415454080;CellTalkDB:15454084;Cellinker:15454084;HPMR:15454084;HPRD:15454084;LRdb:15454084;NetPath:15454084;SIGNOR:15454084;SignaLink3:15454084;SignaLink3:23331499;connectomeDB2020:15454084	16	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0.8218390804597702	0.8505747126436781	0.8735632183908046	0	0.8563218390804598	0	0.8333333333333334	0.6120689655172413	0	0	0.8620689655172413	0.8966836734693877	WNT1-RYK
P48061	P25106	CXCL12	ACKR3	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:16107333;CellTalkDB:16107333;Cellinker:16107333;Cellinker:20956518;Cellinker:23396314;Guide2Pharma:20956518;Guide2Pharma:23396314;HPMR:16107333;ICELLNET:20161793;ICELLNET:22633458;ICELLNET:24218476;LRdb:16107333;LRdb:20956518;LRdb:23396314;SIGNOR:16107333;connectomeDB2020:16107333;connectomeDB2020:20956518;connectomeDB2020:23396314;scConnect:20956518;scConnect:23396314	20	Baccin2019:16107333;CellTalkDB:16107333;Cellinker:16107333;Cellinker:20956518;Cellinker:23396314;Guide2Pharma:20956518;Guide2Pharma:23396314;HPMR:16107333;ICELLNET:20161793;ICELLNET:22633458;ICELLNET:24218476;LRdb:16107333;LRdb:20956518;LRdb:23396314;SIGNOR:16107333;connectomeDB2020:16107333;connectomeDB2020:20956518;connectomeDB2020:23396314;scConnect:20956518;scConnect:23396314	17	0.0665083135391924	0.023752969121140142	0.06175771971496437	0	0	0	0.05938242280285035	0	0.09501187648456057	0	0.023752969121140142	0	0.14080459770114942	0.6954022988505747	0	0	0	0.3218390804597701	0	0	0	0.28735632183908044	0.05803571428571429	CXCL12-ACKR3
O14625	P25106	CXCL11	ACKR3	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:27875312;ICELLNET:20161793;ICELLNET:22633458;ICELLNET:24218476;connectomeDB2020:27875312;connectomeDB2020:29180449;connectomeDB2020:29386406	7	CellTalkDB:27875312;ICELLNET:20161793;ICELLNET:22633458;ICELLNET:24218476;connectomeDB2020:27875312;connectomeDB2020:29180449;connectomeDB2020:29386406	12	0.4323040380047506	0.2992874109263658	0.5724465558194775	0	0	0	0.5629453681710214	0	0.09501187648456057	0	0.3990498812351544	0	0.14080459770114942	0.6954022988505747	0	0	0	0.3218390804597701	0	0	0	0.28735632183908044	0.36288265306122447	CXCL11-ACKR3
Q99731	Q9NPB9	CCL19	ACKR4	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447	13	CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447	15	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696	0	0.14080459770114942	0.2614942528735632	0	0	0	0.3074712643678161	0	0	0	0.20402298850574713	0.3284438775510204	CCL19-ACKR4
O00585	Q9NPB9	CCL21	ACKR4	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447	13	CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447	15	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0	0.14080459770114942	0.2614942528735632	0	0	0	0.3074712643678161	0	0	0	0.20402298850574713	0.38839285714285715	CCL21-ACKR4
O15444	Q9NPB9	CCL25	ACKR4	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447	13	CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447	16	0.48931116389548696	0.2992874109263658	0.5249406175771971	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.4489311163895487	0	0.14080459770114942	0.2614942528735632	0	0	0	0.3074712643678161	0	0	0	0.20402298850574713	0.30612244897959184	CCL25-ACKR4
