hgnc_symbol	sorted_eBCs_score	combined_sc_max_score	scRNA_down_in_eBC_score	sc_islet_bulk_rna_score	bulkRNA_down_in_SCislet_score	all_sc_proteomics_score	proteomics_down_in_sc_score	aggregate_score
FGF19	0.3087885985748218	0.5724465558194775	0	0.6294536817102138	0.9691211401425178	0.09501187648456057	0	0.8551068883610451
FGF23	0.48931116389548696	0.5249406175771971	0	0.6294536817102138	0.8123515439429929	0.09501187648456057	0	0.8527315914489311
IL16	0.48931116389548696	0.5724465558194775	0	0.5629453681710214	0.836104513064133	0.09501187648456057	0	0.850356294536817
CXCL17	0.48931116389548696	0.498812351543943	0	0.49406175771971494	0.9216152019002375	0.09501187648456057	0	0.8479809976247031
GDNF	0.48931116389548696	0.40380047505938244	0	0.5629453681710214	0.8741092636579573	0.09501187648456057	0	0.8456057007125891
FGF8	0.4323040380047506	0.4251781472684085	0	0.6294536817102138	0.850356294536817	0.09501187648456057	0	0.8432304038004751
S100A8	0.48931116389548696	0.4584323040380047	0	0.5629453681710214	0.8978622327790974	0.04275534441805225	0	0.8408551068883611
TNFSF14	0.4323040380047506	0.4251781472684085	0	0.6294536817102138	0.838479809976247	0.09501187648456057	0	0.838479809976247
LIF	0.48931116389548696	0.5249406175771971	0	0.42992874109263657	0.9334916864608076	0.09501187648456057	0	0.836104513064133
PPY	0.028503562945368172	0.03800475059382423	0	0.28741092636579574	0.9738717339667459	0.07838479809976247	0.997624703087886	0.833729216152019
LEP	0.3087885985748218	0.4584323040380047	0	0.6294536817102138	0.8883610451306413	0.09501187648456057	0	0.831353919239905
ADCYAP1	0.09263657957244656	0.2327790973871734	0.9904988123515439	0.1163895486935867	0.8218527315914489	0.05463182897862233	0	0.828978622327791
ZP3	0.27315914489311166	0.32304038004750596	0	0.6294536817102138	0.9928741092636579	0.09501187648456057	0	0.8266033254156769
CCL27	0.3087885985748218	0.4584323040380047	0	0.6294536817102138	0.8266033254156769	0.09501187648456057	0	0.8242280285035629
RSPO3	0.32066508313539194	0.39667458432304037	0	0.6294536817102138	0.833729216152019	0.09501187648456057	0	0.8218527315914489
CXCL2	0.48931116389548696	0.4584323040380047	0	0.3586698337292161	0.8574821852731591	0.09501187648456057	0	0.8194774346793349
NPPB	0.3586698337292161	0.43705463182897863	0	0.49406175771971494	0.8242280285035629	0.09501187648456057	0	0.8171021377672208
CXCL8	0.48931116389548696	0.498812351543943	0	0.26128266033254155	0.8764845605700713	0.09501187648456057	0	0.8147268408551069
CALCB	0.33729216152019004	0.498812351543943	0	0.4014251781472684	0.8171021377672208	0.09501187648456057	0	0.8123515439429929
ANXA1	0.3919239904988123	0.37054631828978624	0	0.21140142517814728	0	0.019002375296912115	0.995249406175772	0.8099762470308789
RLN2	0.29691211401425177	0.21852731591448932	0	0.49406175771971494	0.8408551068883611	0.09501187648456057	0	0.8076009501187649
CCL2	0.2826603325415677	0.27078384798099764	0	0.35391923990498814	0.8907363420427553	0.09501187648456057	0	0.8052256532066508
INS	0	0	0.997624703087886	0.0023752969121140144	0	0.009501187648456057	1	0.8028503562945368
ANGPTL4	0.21852731591448932	0.19002375296912113	0	0.42992874109263657	0.9287410926365796	0.08788598574821853	0	0.8004750593824228
GREM1	0.20190023752969122	0.1828978622327791	0	0.37054631828978624	0.9429928741092637	0.09501187648456057	0	0.7980997624703088
CRH	0.2375296912114014	0.32066508313539194	0	0.12826603325415678	0	0.09263657957244656	0.9928741092636579	0.7957244655581948
THBS1	0.2826603325415677	0.2042755344418052	0	0.21852731591448932	0	0.040380047505938245	0.9809976247030879	0.7933491686460807
AGRP	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
ANGPT4	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
BMP10	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
BMP15	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL11	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL13	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL14	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL18	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL23	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL3L3	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL4	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CCL4L2	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CD5L	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CGB3	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CGB8	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CSH1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
CSHL1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
DEFB103A	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
DEFB103B	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
DEFB4A	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
FGF16	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
FGF3	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
FGF4	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
FGF6	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
GALP	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
GDF1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
GDF10	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
GDF2	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
GDF3	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA10	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA13	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA14	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA16	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA17	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA2	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA21	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA4	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA6	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA7	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNA8	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNB1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNG	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNK	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNL1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNL2	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNL3	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IFNW1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IGFL3	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL12B	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL13	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL17A	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL2	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL21	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL22	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL25	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL3	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
IL9	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
LHB	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
NMS	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
NODAL	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
NPVF	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
OBP2A	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
ORM1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
OSM	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
PRLH	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
PROK2	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
PTH	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
PTH2	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
RETN	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
SLURP1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
TNFSF8	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
WNT1	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
WNT3A	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
WNT8A	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
XCL2	0.48931116389548696	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.6104513064133017
PF4	0.48931116389548696	0.6247030878859857	0	0.6294536817102138	0	0.09501187648456057	0	0.6080760095011877
CCL24	0.48931116389548696	0.5938242280285035	0	0.6294536817102138	0	0.09501187648456057	0	0.5985748218527316
CCL3	0.48931116389548696	0.5938242280285035	0	0.6294536817102138	0	0.09501187648456057	0	0.5985748218527316
KNG1	0.48931116389548696	0.5938242280285035	0	0.6294536817102138	0	0.09501187648456057	0	0.5985748218527316
QRFP	0.48931116389548696	0.5938242280285035	0	0.6294536817102138	0	0.09501187648456057	0	0.5985748218527316
CD70	0.48931116389548696	0.5724465558194775	0	0.6294536817102138	0	0.09501187648456057	0	0.5938242280285035
NPPA	0.48931116389548696	0.5724465558194775	0	0.6294536817102138	0	0.09501187648456057	0	0.5938242280285035
UCN3	0.14251781472684086	0.4584323040380047	0	0.12114014251781473	0	0.023752969121140142	0.9714964370546318	0.5914489311163895
PDYN	0.4323040380047506	0.6413301662707839	0	0.6294536817102138	0	0.09501187648456057	0	0.5890736342042755
CCN6	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
CXCL13	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
DEFB4B	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
IFNA5	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
IL17F	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
IL27	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
IL31	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
IL36RN	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
IL5	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
NPS	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
PDCD1LG2	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
PMCH	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.5605700712589073
CCL16	0.48931116389548696	0.5249406175771971	0	0.6294536817102138	0	0.09501187648456057	0	0.5510688836104513
CCL25	0.48931116389548696	0.5249406175771971	0	0.6294536817102138	0	0.09501187648456057	0	0.5510688836104513
EPGN	0.48931116389548696	0.5249406175771971	0	0.6294536817102138	0	0.09501187648456057	0	0.5510688836104513
EPO	0.48931116389548696	0.5249406175771971	0	0.6294536817102138	0	0.09501187648456057	0	0.5510688836104513
CCL3L1	0.48931116389548696	0.498812351543943	0	0.6294536817102138	0	0.09501187648456057	0	0.5486935866983373
IL36G	0.48931116389548696	0.6413301662707839	0	0.5629453681710214	0	0.07363420427553444	0	0.5463182897862233
INHBC	0.48931116389548696	0.5938242280285035	0	0.5629453681710214	0	0.09501187648456057	0	0.5391923990498813
NDP	0.48931116389548696	0.5938242280285035	0	0.5629453681710214	0	0.09501187648456057	0	0.5391923990498813
SCGB3A1	0.48931116389548696	0.5938242280285035	0	0.5629453681710214	0	0.09501187648456057	0	0.5391923990498813
IGFL1	0.48931116389548696	0.6413301662707839	0	0.5320665083135392	0	0.09501187648456057	0	0.5320665083135392
IL17C	0.48931116389548696	0.6413301662707839	0	0.5320665083135392	0	0.09501187648456057	0	0.5320665083135392
IL26	0.48931116389548696	0.6413301662707839	0	0.5320665083135392	0	0.09501187648456057	0	0.5320665083135392
CCL5	0.48931116389548696	0.43705463182897863	0	0.6294536817102138	0	0.09501187648456057	0	0.5296912114014252
TF	0.25415676959619954	0.12351543942992874	0	0.41092636579572445	0.8052256532066508	0.011876484560570071	0	0.5273159144893111
NTF4	0.48931116389548696	0.6413301662707839	0	0.5154394299287411	0	0.09501187648456057	0	0.5249406175771971
LTA	0.48931116389548696	0.6247030878859857	0	0.5320665083135392	0	0.09501187648456057	0	0.5225653206650831
IGFL2	0.48931116389548696	0.5938242280285035	0	0.5320665083135392	0	0.09501187648456057	0	0.5201900237529691
INSL5	0.4323040380047506	0.6413301662707839	0	0.5629453681710214	0	0.09501187648456057	0	0.517814726840855
PF4V1	0.48931116389548696	0.5249406175771971	0	0.5629453681710214	0	0.09501187648456057	0	0.5154394299287411
EBI3	0.48931116389548696	0.498812351543943	0	0.5629453681710214	0	0.09501187648456057	0	0.5130641330166271
IL1A	0.48931116389548696	0.6247030878859857	0	0.49406175771971494	0	0.09501187648456057	0	0.5106888361045131
FSHB	0.4323040380047506	0.6413301662707839	0	0.5320665083135392	0	0.09501187648456057	0	0.5083135391923991
GDF5	0.48931116389548696	0.6413301662707839	0	0.47030878859857483	0	0.09501187648456057	0	0.503562945368171
PPBP	0.48931116389548696	0.6413301662707839	0	0.47030878859857483	0	0.09501187648456057	0	0.503562945368171
WNT6	0.48931116389548696	0.4584323040380047	0	0.5629453681710214	0	0.09501187648456057	0	0.501187648456057
CXCL11	0.4323040380047506	0.5724465558194775	0	0.5629453681710214	0	0.09501187648456057	0	0.498812351543943
INSL3	0.48931116389548696	0.5249406175771971	0	0.5320665083135392	0	0.09501187648456057	0	0.49643705463182897
CCL15	0.4323040380047506	0.40380047505938244	0	0.6294536817102138	0	0.09501187648456057	0	0.49406175771971494
MIA	0.48931116389548696	0.5249406175771971	0	0.5154394299287411	0	0.09501187648456057	0	0.4916864608076009
GDF7	0.48931116389548696	0.5938242280285035	0	0.46318289786223277	0	0.09501187648456057	0	0.48931116389548696
UTS2	0.48931116389548696	0.6413301662707839	0	0.5320665083135392	0	0	0	0.48693586698337293
HCRT	0.4323040380047506	0.5724465558194775	0	0.5320665083135392	0	0.09501187648456057	0	0.4845605700712589
EGF	0.48931116389548696	0.5724465558194775	0	0.47030878859857483	0	0.09501187648456057	0	0.4821852731591449
TG	0.48931116389548696	0.6413301662707839	0	0.42042755344418054	0	0.09501187648456057	0	0.47980997624703087
NPFF	0.3586698337292161	0.4584323040380047	0	0.6294536817102138	0	0.09501187648456057	0	0.4750593824228028
NXPH1	0.48931116389548696	0.6413301662707839	0	0.4014251781472684	0	0.09501187648456057	0	0.4750593824228028
IFNE	0.48931116389548696	0.498812351543943	0	0.47030878859857483	0	0.09501187648456057	0	0.47030878859857483
MSTN	0.4323040380047506	0.4251781472684085	0	0.5629453681710214	0	0.09501187648456057	0	0.47030878859857483
FGF2	0.2375296912114014	0.10688836104513064	0	0.10451306413301663	0	0.06175771971496437	0.9738717339667459	0.4679334916864608
FGF10	0.48931116389548696	0.43705463182897863	0	0.49406175771971494	0	0.09501187648456057	0	0.4655581947743468
NMU	0.48931116389548696	0.37054631828978624	0	0.5320665083135392	0	0.09501187648456057	0	0.46318289786223277
IL12A	0.48931116389548696	0.498812351543943	0	0.4418052256532066	0	0.09501187648456057	0	0.4584323040380047
VEGFD	0.48931116389548696	0.498812351543943	0	0.4418052256532066	0	0.09501187648456057	0	0.4584323040380047
IL19	0.4323040380047506	0.5249406175771971	0	0.49406175771971494	0	0.09501187648456057	0	0.45605700712589076
CCL20	0.48931116389548696	0.5938242280285035	0	0.3847980997624703	0	0.09501187648456057	0	0.45368171021377673
OSTN	0.48931116389548696	0.4584323040380047	0	0.45368171021377673	0	0.09501187648456057	0	0.4513064133016627
UTS2B	0.4323040380047506	0.5724465558194775	0	0.45368171021377673	0	0.09501187648456057	0	0.4489311163895487
BMP6	0.48931116389548696	0.40380047505938244	0	0.47030878859857483	0	0.09501187648456057	0	0.44655581947743467
