hgnc_symbol	sorted_eBCs_score	combined_sc_max_score	scRNA_down_in_eBC_score	SCbeta_scRNA_melton2019_score	scRNA_down_in_SCbeta_melton2019_score	scRNA_down_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score	bulkRNA_down_in_SCislet_score	all_sc_proteomics_score	proteomics_down_in_sc_score	aggregate_score
FSHR	0.7212643678160919	0.8247126436781609	0	0.4511494252873563	0	0	0.8103448275862069	0	0.11494252873563218	0	0.6293103448275862
FZD1	0.16379310344827586	0.20689655172413793	0	0.014367816091954023	0	0	0.040229885057471264	0	0.11494252873563218	0	0.08908045977011494
FZD10	0.7212643678160919	0.7270114942528736	0	0.4511494252873563	0	0	0.7528735632183908	0	0.11494252873563218	0	0.5862068965517241
FZD2	0.5028735632183908	0.3620689655172414	0	0.4511494252873563	0	0	0.5890804597701149	0	0.11494252873563218	0	0.3706896551724138
FZD3	0.034482758620689655	0.0028735632183908046	0	0.008620689655172414	0	0	0.07183908045977011	0	0.11494252873563218	0	0.017241379310344827
FZD4	0.27586206896551724	0.3505747126436782	0	0.28160919540229884	0	0	0.2988505747126437	0	0.11494252873563218	0	0.23563218390804597
FZD5	0.3103448275862069	0.27011494252873564	0	0.21264367816091953	0	0	0.15517241379310345	0	0.11494252873563218	0	0.1752873563218391
FZD6	0.20689655172413793	0.12643678160919541	0	0.20689655172413793	0	0	0.1781609195402299	0	0.10057471264367816	0	0.14367816091954022
FZD7	0.6609195402298851	0.5545977011494253	0	0.41379310344827586	0	0	0.514367816091954	0	0.11494252873563218	0	0.42528735632183906
FZD8	0.5459770114942529	0.41379310344827586	0	0.4511494252873563	0	0	0.5948275862068966	0	0.11494252873563218	0	0.39080459770114945
FZD9	0.5201149425287356	0.5114942528735632	0	0.4511494252873563	0	0	0.7528735632183908	0	0.11494252873563218	0	0.4454022988505747
GALR1	0.10632183908045977	0.10919540229885058	0	0.4511494252873563	0.9626436781609196	0	0.6350574712643678	0	0.11494252873563218	0	0.4540229885057471
GALR2	0.3045977011494253	0.34195402298850575	0	0.35919540229885055	0	0	0.6350574712643678	0	0.11494252873563218	0	0.3275862068965517
GALR3	0.45977011494252873	0.6206896551724138	0	0.4511494252873563	0	0	0.7270114942528736	0	0.11494252873563218	0	0.4396551724137931
GCGR	0.4827586206896552	0.6379310344827587	0	0.27011494252873564	0.8563218390804598	0	0.25287356321839083	0.7931034482758621	0.11494252873563218	0	0.8247126436781609
GFRA1	0.2614942528735632	0.13793103448275862	0	0.42528735632183906	0.9281609195402298	0	0.4051724137931034	0.8017241379310345	0.11494252873563218	0	0.6982758620689655
GFRA2	0.5459770114942529	0.5545977011494253	0	0.29310344827586204	0	0	0.20114942528735633	0	0.11494252873563218	0	0.3160919540229885
GFRA3	0.3994252873563218	0.33620689655172414	0	0.2471264367816092	0	0	0.3706896551724138	0	0.11494252873563218	0	0.2672413793103448
GFRA4	0.4454022988505747	0.7586206896551724	0	0.8620689655172413	0	0	0.8103448275862069	0	0.11494252873563218	0	0.6494252873563219
GHR	0.15804597701149425	0.22413793103448276	0	0.10632183908045977	0	0	0.12643678160919541	0	0.11494252873563218	0	0.12931034482758622
GHRHR	0.7212643678160919	0.8247126436781609	0	0.4511494252873563	0	0	0.7528735632183908	0	0.11494252873563218	0	0.6120689655172413
GHSR	0.7212643678160919	0.8247126436781609	0	0.4511494252873563	0	0	0.8103448275862069	1	0.11494252873563218	0	0.9310344827586207
GIPR	0.014367816091954023	0.19827586206896552	0	0.12931034482758622	0	0	0.04597701149425287	0	0.11494252873563218	0	0.08620689655172414
GLP1R	0.031609195402298854	0.2471264367816092	0	0.28735632183908044	0.8419540229885057	0	0.1724137931034483	0.7873563218390804	0.11494252873563218	0	0.49712643678160917
GLP2R	0.7212643678160919	0.8247126436781609	0	0.4511494252873563	0	0	0.7270114942528736	0	0.11494252873563218	0	0.5977011494252874
GNRHR	0.7212643678160919	0.6896551724137931	0	0.8620689655172413	0	0	0.8103448275862069	0	0.11494252873563218	0	0.7241379310344828
GPR135	0.25287356321839083	0.3074712643678161	0	0.3017241379310345	0	0	0.27298850574712646	0	0.11494252873563218	0	0.21839080459770116
GPR151	0.7212643678160919	0.8247126436781609	0	0.8620689655172413	0	0	0.8103448275862069	0	0.11494252873563218	0	0.7442528735632183
GPR182	0.7212643678160919	0.8247126436781609	0	0.8620689655172413	0	0	0.8103448275862069	0	0.11494252873563218	0	0.7442528735632183
GPR37	0.25	0.2614942528735632	0	0.23563218390804597	0	0	0.27011494252873564	0	0.11494252873563218	0	0.1896551724137931
GPR37L1	0.7212643678160919	0.7270114942528736	0	0.4511494252873563	0	0	0.5603448275862069	0	0.11494252873563218	0	0.4942528735632184
GPR39	0.3994252873563218	0.5431034482758621	0	0.4511494252873563	0	0	0.4166666666666667	0	0.08908045977011494	0.9827586206896551	0.6522988505747126
GPR75	0.5459770114942529	0.6206896551724138	0	0.4511494252873563	0	0	0.3160919540229885	0	0.11494252873563218	0	0.3706896551724138
GRPR	0.4827586206896552	0.6896551724137931	0	0.4511494252873563	0	0	0.3850574712643678	0	0.11494252873563218	0	0.382183908045977
HCRTR1	0.7212643678160919	0.8247126436781609	0	0.8620689655172413	0	0	0.8103448275862069	0.9683908045977011	0.11494252873563218	0	0.9741379310344828
HCRTR2	0.7212643678160919	0.7270114942528736	0	0.4511494252873563	0	0	0.6522988505747126	0	0.11494252873563218	0	0.5344827586206896
HHIP	0.5804597701149425	0.6522988505747126	0	0.4511494252873563	0	0	0.6522988505747126	0	0.11494252873563218	0	0.46839080459770116
HJV	0.7212643678160919	0.8247126436781609	0	0.8620689655172413	0	0	0.8103448275862069	0.9022988505747126	0.11494252873563218	0	0.9597701149425287
IFNAR1	0.0603448275862069	0.04597701149425287	0	0.09770114942528736	0	0	0.07471264367816093	0	0.11494252873563218	0	0.05172413793103448
IFNAR2	0.26436781609195403	0.1839080459770115	0	0.2442528735632184	0.8505747126436781	0	0.28448275862068967	0	0.11494252873563218	0	0.34770114942528735
IFNGR1	0.19540229885057472	0.11781609195402298	0	0.08620689655172414	0	0	0.14655172413793102	0	0.10344827586206896	0.9971264367816092	0.2959770114942529
IFNGR2	0.13793103448275862	0.0603448275862069	0	0.05747126436781609	0	0	0.15229885057471265	0	0.11494252873563218	0	0.08333333333333333
IFNLR1	0.33620689655172414	0.23275862068965517	0	0.2471264367816092	0	0	0.23563218390804597	0	0.11494252873563218	0	0.19827586206896552
IGF1R	0.02586206896551724	0.020114942528735632	0	0.034482758620689655	0	0	0.02586206896551724	0	0.06609195402298851	0	0.008620689655172414
IGF2R	0.040229885057471264	0	0	0.022988505747126436	0	0	0.005747126436781609	0	0.008620689655172414	0	0
IGFLR1	0.6609195402298851	0.6206896551724138	0	0.4511494252873563	0	0	0.603448275862069	0	0.11494252873563218	0	0.47988505747126436
IL10RA	0.3793103448275862	0.6120689655172413	0	0.4511494252873563	0	0	0.3074712643678161	0	0.11494252873563218	0	0.34195402298850575
IL10RB	0.5201149425287356	0.4885057471264368	0	0.25287356321839083	0.9224137931034483	0	0.29310344827586204	0	0.11494252873563218	0	0.5574712643678161
IL11RA	0.21264367816091953	0.1781609195402299	0	0.14655172413793102	0	0	0.21839080459770116	0	0.11494252873563218	0	0.14942528735632185
IL12RB1	0.5804597701149425	0.6522988505747126	0	0.4511494252873563	0	0	0.8103448275862069	0.9568965517241379	0.11494252873563218	0	0.867816091954023
IL12RB2	0.6609195402298851	0.7270114942528736	0	0.4511494252873563	0.8362068965517241	0	0.603448275862069	0	0.11494252873563218	0	0.8074712643678161
IL13RA1	0.1810344827586207	0.08908045977011494	0	0.1724137931034483	0.867816091954023	0	0.1896551724137931	0.8045977011494253	0.11494252873563218	0	0.46264367816091956
IL13RA2	0.5459770114942529	0.45977011494252873	0	0.4511494252873563	0	0	0.5258620689655172	0	0.11494252873563218	0	0.3879310344827586
IL15RA	0.4224137931034483	0.40229885057471265	0	0.4511494252873563	0	0	0.6005747126436781	0.7758620689655172	0.11494252873563218	0	0.6206896551724138
IL17RA	0.1896551724137931	0.19540229885057472	0	0.2672413793103448	0.8591954022988506	0	0.1810344827586207	0	0.11494252873563218	0	0.3333333333333333
IL17RB	0.35344827586206895	0.27873563218390807	0	0.4339080459770115	0.9770114942528736	0	0.382183908045977	0.8936781609195402	0.11494252873563218	0	0.8477011494252874
IL17RC	0.21839080459770116	0.1925287356321839	0	0.3045977011494253	0.9367816091954023	0	0.34770114942528735	0.8362068965517241	0.11494252873563218	0	0.6637931034482759
IL17RE	0.3275862068965517	0.3333333333333333	0	0.4511494252873563	0.9540229885057471	0	0.46264367816091956	0.7988505747126436	0.11494252873563218	0	0.8419540229885057
IL18R1	0.4166666666666667	0.3879310344827586	0	0.4511494252873563	0	0	0.4281609195402299	0	0.11494252873563218	0	0.3390804597701149
IL1R1	0.23563218390804597	0.20977011494252873	0	0.367816091954023	0.9195402298850575	0	0.3879310344827586	0.8160919540229885	0.11494252873563218	0	0.6925287356321839
IL1R2	0.4339080459770115	0.49712643678160917	0	0.4511494252873563	0	0	0.6522988505747126	0.7816091954022989	0.11494252873563218	0	0.6695402298850575
IL1RAP	0.3793103448275862	0.3160919540229885	0	0.3735632183908046	0.853448275862069	0	0.27873563218390807	0	0.11494252873563218	0	0.4367816091954023
IL1RAPL1	0.4339080459770115	0.46839080459770116	0	0.4511494252873563	0	0	0.4827586206896552	0	0.11494252873563218	0	0.35344827586206895
IL1RL2	0.4454022988505747	0.7586206896551724	0	0.4511494252873563	0	0	0.6091954022988506	0.8591954022988506	0.11494252873563218	0	0.7270114942528736
IL20RA	0.3390804597701149	0.4339080459770115	0	0.22413793103448276	0.8936781609195402	0	0.46551724137931033	0.9195402298850575	0.11494252873563218	0	0.8333333333333334
IL20RB	0.6120689655172413	0.6522988505747126	0	0.4511494252873563	0	0	0.5775862068965517	0	0.11494252873563218	0	0.4454022988505747
IL21R	0.5459770114942529	0.6522988505747126	0	0.4511494252873563	0.8448275862068966	0	0.8103448275862069	0	0.11494252873563218	0	0.8247126436781609
IL22RA1	0.5459770114942529	0.48563218390804597	0	0.4511494252873563	0	0	0.6350574712643678	0	0.11494252873563218	0	0.41954022988505746
IL22RA2	0.7212643678160919	0.8247126436781609	0	0.8620689655172413	0	0	0.8103448275862069	0	0.11494252873563218	0	0.7442528735632183
IL23R	0.5459770114942529	0.5431034482758621	0	0.4511494252873563	0.9396551724137931	0	0.4224137931034483	0	0.11494252873563218	0	0.6867816091954023
IL27RA	0.45977011494252873	0.3706896551724138	0	0.4511494252873563	0.9137931034482759	0	0.3132183908045977	0	0.11494252873563218	0	0.5718390804597702
IL2RA	0.7212643678160919	0.6896551724137931	0	0.4511494252873563	0	0	0.8103448275862069	0	0.11494252873563218	0	0.6063218390804598
IL2RB	0.7212643678160919	0.8247126436781609	0	0.4511494252873563	0	0	0.7270114942528736	0.7902298850574713	0.11494252873563218	0	0.8620689655172413
IL2RG	0.7212643678160919	0.7270114942528736	0	0.4511494252873563	0	0	0.5862068965517241	0	0.11494252873563218	0	0.5086206896551724
IL31RA	0.7212643678160919	0.6206896551724138	0	0.4511494252873563	0	0	0.6120689655172413	0	0.11494252873563218	0	0.5028735632183908
IL3RA	0.7212643678160919	0.6896551724137931	0	0.4511494252873563	0	0	0.8103448275862069	0	0.11494252873563218	0	0.6063218390804598
IL4R	0.3793103448275862	0.3160919540229885	0	0.40229885057471265	0	0	0.41954022988505746	0	0.11494252873563218	0	0.29310344827586204
IL5RA	0.6120689655172413	0.5545977011494253	0	0.4511494252873563	0.9310344827586207	0	0.5373563218390804	0.8103448275862069	0.11494252873563218	0	0.9511494252873564
IL6R	0.10057471264367816	0.2959770114942529	0	0.1752873563218391	0.8074712643678161	0	0.19540229885057472	0	0.11494252873563218	0	0.3132183908045977
IL6ST	0.09770114942528736	0.022988505747126436	0	0.11206896551724138	0	0	0.09770114942528736	0.8247126436781609	0.05172413793103448	0	0.1925287356321839
IL7R	0.6120689655172413	0.46839080459770116	0	0.4511494252873563	0.8275862068965517	0	0.8103448275862069	0.9741379310344828	0.11494252873563218	0	0.985632183908046
