source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources
Q9NPF7	P42701	IL23A	IL12RB1	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11114383;Baccin2019:12023369;Baccin2019:12671732;CellTalkDB:12023369;HPMR:12023369;HPRD:11114383;HPRD:12023369;HPRD:12671732;LRdb:11114383;LRdb:12023369;LRdb:12671732;SIGNOR:12023369;SIGNOR:12671732;SignaLink3:11114383;SignaLink3:12023369;SignaLink3:12671732;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:11114383;connectomeDB2020:12023369;connectomeDB2020:12671732	21	Baccin2019:11114383;Baccin2019:12023369;Baccin2019:12671732;CellTalkDB:12023369;HPMR:12023369;HPRD:11114383;HPRD:12023369;HPRD:12671732;LRdb:11114383;LRdb:12023369;LRdb:12671732;SIGNOR:12023369;SIGNOR:12671732;SignaLink3:11114383;SignaLink3:12023369;SignaLink3:12671732;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:11114383;connectomeDB2020:12023369;connectomeDB2020:12671732	15
P05231	P08887	IL6	IL6R	1	1	0	1	1	0	AlzPathway;Baccin2019;BioGRID;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;Kirouac2010;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	AlzPathway:18067990;Baccin2019:12829785;Baccin2019:14557255;Baccin2019:3136546;BioGRID:14557255;BioGRID:2788034;CellTalkDB:12829785;DIP:7744001;DIP:8702737;DIP:9028955;DIP:9694899;Guide2Pharma:1995637;HPMR:15895091;HPMR:3136546;HPRD:12829785;HPRD:14557255;InnateDB:14557255;InnateDB:14656210;InnateDB:15895091;InnateDB:7744875;InnateDB:8706672;InnateDB:9694899;IntAct:11238858;IntAct:28265003;LRdb:12829785;LRdb:14557255;LRdb:3136546;Lit-BM-17:12643274;Lit-BM-17:12829785;Lit-BM-17:14557255;Lit-BM-17:18775332;Lit-BM-17:2788034;Lit-BM-17:7744001;Lit-BM-17:8702737;Lit-BM-17:9028955;Lit-BM-17:9694899;NetPath:2788034;NetPath:7893704;SIGNOR:15895091;SIGNOR:18923185;SIGNOR:23663276;SIGNOR:8676083;SignaLink3:11238858;SignaLink3:12643274;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:2788034;connectomeDB2020:12829785;connectomeDB2020:14557255;connectomeDB2020:3136546;scConnect:1995637	51	AlzPathway:18067990;Baccin2019:12829785;Baccin2019:14557255;Baccin2019:3136546;BioGRID:14557255;BioGRID:2788034;CellTalkDB:12829785;DIP:7744001;DIP:8702737;DIP:9028955;DIP:9694899;Guide2Pharma:1995637;HPMR:15895091;HPMR:3136546;HPRD:12829785;HPRD:14557255;InnateDB:14557255;InnateDB:14656210;InnateDB:15895091;InnateDB:7744875;InnateDB:8706672;InnateDB:9694899;IntAct:11238858;IntAct:28265003;LRdb:12829785;LRdb:14557255;LRdb:3136546;Lit-BM-17:12643274;Lit-BM-17:12829785;Lit-BM-17:14557255;Lit-BM-17:18775332;Lit-BM-17:2788034;Lit-BM-17:7744001;Lit-BM-17:8702737;Lit-BM-17:9028955;Lit-BM-17:9694899;NetPath:2788034;NetPath:7893704;SIGNOR:15895091;SIGNOR:18923185;SIGNOR:23663276;SIGNOR:8676083;SignaLink3:11238858;SignaLink3:12643274;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:2788034;connectomeDB2020:12829785;connectomeDB2020:14557255;connectomeDB2020:3136546;scConnect:1995637	25
Q9NPF7	Q5VWK5	IL23A	IL23R	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1202336912023360;CellTalkDB:12023369;HPMR:12023369;HPRD:12023369;InnateDB:12023369;LRdb:12023369;Lit-BM-17:12023369;SIGNOR:12023369;SignaLink3:12023369;SignaLink3:23331499;connectomeDB2020:12023369	11	Baccin2019:1202336912023360;CellTalkDB:12023369;HPMR:12023369;HPRD:12023369;InnateDB:12023369;LRdb:12023369;Lit-BM-17:12023369;SIGNOR:12023369;SignaLink3:12023369;SignaLink3:23331499;connectomeDB2020:12023369	16
Q6EBC2	Q99650	IL31	OSMR	1	1	0	1	1	0	CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;SIGNOR;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:15184896;HPMR:15184896;HPMR:15194700;LRdb:15184896;SIGNOR:15184896;SignaLink3:16286453;SignaLink3:23331499;connectomeDB2020:15184896	8	CellTalkDB:15184896;HPMR:15184896;HPMR:15194700;LRdb:15184896;SIGNOR:15184896;SignaLink3:16286453;SignaLink3:23331499;connectomeDB2020:15184896	11
P13725	Q99650	OSM	OSMR	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10997905;Baccin2019:8999038;CellTalkDB:8999038;HPMR:10854424;HPMR:8999038;HPRD:10997905;HPRD:8999038;LRdb:10997905;LRdb:8999038;SIGNOR:16286453;SignaLink3:16286453;SignaLink3:23331499;connectomeDB2020:10997905;connectomeDB2020:8999038	14	Baccin2019:10997905;Baccin2019:8999038;CellTalkDB:8999038;HPMR:10854424;HPMR:8999038;HPRD:10997905;HPRD:8999038;LRdb:10997905;LRdb:8999038;SIGNOR:16286453;SignaLink3:16286453;SignaLink3:23331499;connectomeDB2020:10997905;connectomeDB2020:8999038	16
Q9HBE4	Q9HBE5	IL21	IL21R	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1141862311418620;CellTalkDB:11418623;HPMR:11418623;HPRD:11418623;LRdb:11418623;SIGNOR:16424177;SignaLink3:11418623;SignaLink3:16424177;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11418623	12	Baccin2019:1141862311418620;CellTalkDB:11418623;HPMR:11418623;HPRD:11418623;LRdb:11418623;SIGNOR:16424177;SignaLink3:11418623;SignaLink3:16424177;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11418623	14
P03971	Q16671	AMH	AMHR2	1	1	0	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:79972308889695;CellTalkDB:7997230;HPMR:7997230;HPRD:8889695;LRdb:7997230;LRdb:889;SIGNOR:8119126;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8889695;connectomeDB2020:7997230;connectomeDB2020:8889695	13	Baccin2019:79972308889695;CellTalkDB:7997230;HPMR:7997230;HPRD:8889695;LRdb:7997230;LRdb:889;SIGNOR:8119126;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8889695;connectomeDB2020:7997230;connectomeDB2020:8889695	14
P61812	P37173	TGFB2	TGFBR2	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;connectomeDB2020;iTALK;talklr	Baccin2019:11157754;Baccin2019:12809600;Baccin2019:8106553;CellTalkDB:11157754;HPMR:12809600;HPRD:11157754;HPRD:8106553;LRdb:11157754;LRdb:12809600;LRdb:8106553;NetPath:12729750;SIGNOR:11157754;SIGNOR:1310899;SignaLink3:11157754;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11157754;connectomeDB2020:12809600;connectomeDB2020:8106553	20	Baccin2019:11157754;Baccin2019:12809600;Baccin2019:8106553;CellTalkDB:11157754;HPMR:12809600;HPRD:11157754;HPRD:8106553;LRdb:11157754;LRdb:12809600;LRdb:8106553;NetPath:12729750;SIGNOR:11157754;SIGNOR:1310899;SignaLink3:11157754;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11157754;connectomeDB2020:12809600;connectomeDB2020:8106553	15
P08476	Q13705	INHBA	ACVR2B	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9202237;CellTalkDB:9202237;HPRD:9202237;LRdb:9202237;SIGNOR:8622651;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:9202237	8	Baccin2019:9202237;CellTalkDB:9202237;HPRD:9202237;LRdb:9202237;SIGNOR:8622651;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:9202237	14
P18075	Q13705	BMP7	ACVR2B	1	1	0	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:9748228;CellTalkDB:9748228;HPRD:9748228;LRdb:9748228;SIGNOR:9748228;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:9748228	8	Baccin2019:9748228;CellTalkDB:9748228;HPRD:9748228;LRdb:9748228;SIGNOR:9748228;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:9748228	12
P22004	Q13705	BMP6	ACVR2B	1	1	0	1	1	0	DLRP_talklr;EMBRACE;Guide2Pharma;SignaLink3;iTALK;talklr	SignaLink3:10504300;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499	4	SignaLink3:10504300;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499	5
P12643	Q13705	BMP2	ACVR2B	1	1	0	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:15064755;CellTalkDB:20385559;HPRD:15064755;InnateDB:17295905;LRdb:15064755;SignaLink3:15064755;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:28977600	10	Baccin2019:15064755;CellTalkDB:20385559;HPRD:15064755;InnateDB:17295905;LRdb:15064755;SignaLink3:15064755;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:28977600	12
P18075	Q13873	BMP7	BMPR2	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:7791754;DIP:7644468;HPRD:7791754;InnateDB:18342887;LRdb:7791754;SIGNOR:7644468;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:7791754	9	Baccin2019:7791754;DIP:7644468;HPRD:7791754;InnateDB:18342887;LRdb:7791754;SIGNOR:7644468;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:7791754	16
P22004	Q13873	BMP6	BMPR2	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11401330;HPRD:11401330;LRdb:11401330;SignaLink3:10504300;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10504300	8	Baccin2019:11401330;HPRD:11401330;LRdb:11401330;SignaLink3:10504300;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10504300	13
Q6KF10	Q13873	GDF6	BMPR2	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:160490149525338;CellTalkDB:16049014;HPRD:9525338;LRdb:16049014;LRdb:95;SIGNOR:16049014;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9525338;connectomeDB2020:16049014;connectomeDB2020:9525338	12	Baccin2019:160490149525338;CellTalkDB:16049014;HPRD:9525338;LRdb:16049014;LRdb:95;SIGNOR:16049014;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9525338;connectomeDB2020:16049014;connectomeDB2020:9525338	13
P12644	Q13873	BMP4	BMPR2	1	1	0	1	1	0	Baccin2019;BioGRID;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:7644468;Baccin2019:7673243;Baccin2019:8702914;BioGRID:12045205;DIP:7644468;DIP:7673243;HPRD:7644468;HPRD:8702914;LRdb:7644468;LRdb:7673243;LRdb:8702914;SIGNOR:7673243;SIGNOR:8006002;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7644468;connectomeDB2020:7644468;connectomeDB2020:7673243;connectomeDB2020:8702914	20	Baccin2019:7644468;Baccin2019:7673243;Baccin2019:8702914;BioGRID:12045205;DIP:7644468;DIP:7673243;HPRD:7644468;HPRD:8702914;LRdb:7644468;LRdb:7673243;LRdb:8702914;SIGNOR:7673243;SIGNOR:8006002;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7644468;connectomeDB2020:7644468;connectomeDB2020:7673243;connectomeDB2020:8702914	16
Q9NYY1	Q8N6P7	IL20	IL22RA1	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:12974481;CellTalkDB:12974481;LRdb:12974481;SIGNOR:11163236;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:12974481	7	Baccin2019:12974481;CellTalkDB:12974481;LRdb:12974481;SIGNOR:11163236;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:12974481	12
Q13007	Q8N6P7	IL24	IL22RA1	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:12974481;CellTalkDB:12974481;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:12974481	6	Baccin2019:12974481;CellTalkDB:12974481;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:12974481	11
Q9NPH9	Q9UHF4	IL26	IL20RA	1	1	0	1	1	0	CellTalkDB;Fantom5_LRdb;InnateDB;LRdb;SIGNOR;STRING_talklr;SignaLink3;connectomeDB2020;iTALK;talklr	CellTalkDB:14764663;InnateDB:15178681;SIGNOR:17208301;SignaLink3:17208301;SignaLink3:23106140;SignaLink3:23331499;connectomeDB2020:14764663	7	CellTalkDB:14764663;InnateDB:15178681;SIGNOR:17208301;SignaLink3:17208301;SignaLink3:23106140;SignaLink3:23331499;connectomeDB2020:14764663	8
Q9GZX6	Q9UHF4	IL22	IL20RA	1	1	0	1	1	0	SignaLink3	SignaLink3:17208301;SignaLink3:23331499	2	SignaLink3:17208301;SignaLink3:23331499	1
Q9UHD0	Q9UHF4	IL19	IL20RA	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1297448111564760;CellTalkDB:12974481;HPRD:11564763;LRdb:12;LRdb:12974481;SIGNOR:11564763;SignaLink3:11564763;SignaLink3:17208301;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:11564763;connectomeDB2020:12974481	12	Baccin2019:1297448111564760;CellTalkDB:12974481;HPRD:11564763;LRdb:12;LRdb:12974481;SIGNOR:11564763;SignaLink3:11564763;SignaLink3:17208301;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:11564763;connectomeDB2020:12974481	14
Q9NYY1	Q9UHF4	IL20	IL20RA	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11163236;Baccin2019:12351624;Baccin2019:12974481;Baccin2019:14580208;CellTalkDB:12974481;HPRD:11163236;HPRD:12351624;HPRD:14580208;IntAct:22802649;LRdb:11163236;LRdb:12351624;LRdb:12974481;LRdb:14580208;Lit-BM-17:22802649;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:11163236;connectomeDB2020:12351624;connectomeDB2020:12974481;connectomeDB2020:14580208	20	Baccin2019:11163236;Baccin2019:12351624;Baccin2019:12974481;Baccin2019:14580208;CellTalkDB:12974481;HPRD:11163236;HPRD:12351624;HPRD:14580208;IntAct:22802649;LRdb:11163236;LRdb:12351624;LRdb:12974481;LRdb:14580208;Lit-BM-17:22802649;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:11163236;connectomeDB2020:12351624;connectomeDB2020:12974481;connectomeDB2020:14580208	14
Q13007	Q9UHF4	IL24	IL20RA	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1297448111706020;CellTalkDB:12974481;HPRD:11706020;LRdb:12;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:11706020;connectomeDB2020:12974481	9	Baccin2019:1297448111706020;CellTalkDB:12974481;HPRD:11706020;LRdb:12;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:11706020;connectomeDB2020:12974481	12
Q8NEV9	Q6UWB1	IL27	IL27RA	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:12121660;CellTalkDB:12121660;Cellinker:12121660;HPRD:12121660;LRdb:12121660;SIGNOR:14764690;SignaLink3:12121660;SignaLink3:17318299;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:12121660	11	Baccin2019:12121660;CellTalkDB:12121660;Cellinker:12121660;HPRD:12121660;LRdb:12121660;SIGNOR:14764690;SignaLink3:12121660;SignaLink3:17318299;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:12121660	14
Q16619	P40189	CTF1	IL6ST	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11834704;CellTalkDB:11834704;HPRD:11834704;LRdb:11834704;SIGNOR:9030543;SignaLink3:23331499;SignaLink3:9030543;connectomeDB2020:11834704	8	Baccin2019:11834704;CellTalkDB:11834704;HPRD:11834704;LRdb:11834704;SIGNOR:9030543;SignaLink3:23331499;SignaLink3:9030543;connectomeDB2020:11834704	15
Q14623	Q13635	IHH	PTCH1	1	1	1	1	1	0	Baccin2019;CancerCellMap;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:115627869811851;CancerCellMap:9811851;CellTalkDB:11562786;Cellinker:11562786;Cellinker:9811851;HPRD:9811851;ICELLNET:29274272;LRdb:11562786;LRdb:98;NetPath:9811851;SIGNOR:9811851;SignaLink3:19399989;SignaLink3:23331499;connectomeDB2020:11562786;connectomeDB2020:9811851	15	Baccin2019:115627869811851;CancerCellMap:9811851;CellTalkDB:11562786;Cellinker:11562786;Cellinker:9811851;HPRD:9811851;ICELLNET:29274272;LRdb:11562786;LRdb:98;NetPath:9811851;SIGNOR:9811851;SignaLink3:19399989;SignaLink3:23331499;connectomeDB2020:11562786;connectomeDB2020:9811851	17
Q9NRA1	P16234	PDGFC	PDGFRA	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10806482;Baccin2019:11297552;Baccin2019:11342471;CellChatDB:15207812;CellTalkDB:10806482;Cellinker:15207812;Cellinker:28267575;DIP:11297552;DIP:20534510;HPMR:10806482;HPMR:15207811;HPRD:10806482;HPRD:11297552;HPRD:11342471;ICELLNET:15207811;ICELLNET:9739761;IntAct:11297552;IntAct:20534510;LRdb:10806482;LRdb:11297552;LRdb:11342471;SignaLink3:10806482;SignaLink3:11297552;SignaLink3:11342471;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10806482;connectomeDB2020:11297552;connectomeDB2020:11342471	30	Baccin2019:10806482;Baccin2019:11297552;Baccin2019:11342471;CellChatDB:15207812;CellTalkDB:10806482;Cellinker:15207812;Cellinker:28267575;DIP:11297552;DIP:20534510;HPMR:10806482;HPMR:15207811;HPRD:10806482;HPRD:11297552;HPRD:11342471;ICELLNET:15207811;ICELLNET:9739761;IntAct:11297552;IntAct:20534510;LRdb:10806482;LRdb:11297552;LRdb:11342471;SignaLink3:10806482;SignaLink3:11297552;SignaLink3:11342471;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10806482;connectomeDB2020:11297552;connectomeDB2020:11342471	19
Q9NRA1	P09619	PDGFC	PDGFRB	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:19795151;CellTalkDB:32196115;SignaLink3:11297552;SignaLink3:23331499;connectomeDB2020:19795151	5	Baccin2019:19795151;CellTalkDB:32196115;SignaLink3:11297552;SignaLink3:23331499;connectomeDB2020:19795151	10
P04085	P16234	PDGFA	PDGFRA	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:152078112544881;CellChatDB:15207812;CellTalkDB:15207811;Cellinker:15207812;Cellinker:28267575;HPRD:2544881;ICELLNET:15207811;ICELLNET:9739761;IntAct:25241761;IntAct:7679113;LRdb:15207811;LRdb:25;Lit-BM-17:11297552;Lit-BM-17:15767546;Lit-BM-17:25241761;Lit-BM-17:2544881;Lit-BM-17:7679113;SIGNOR:11803579;SignaLink3:11803579;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:2544881;connectomeDB2020:15207811;connectomeDB2020:2544881	24	Baccin2019:152078112544881;CellChatDB:15207812;CellTalkDB:15207811;Cellinker:15207812;Cellinker:28267575;HPRD:2544881;ICELLNET:15207811;ICELLNET:9739761;IntAct:25241761;IntAct:7679113;LRdb:15207811;LRdb:25;Lit-BM-17:11297552;Lit-BM-17:15767546;Lit-BM-17:25241761;Lit-BM-17:2544881;Lit-BM-17:7679113;SIGNOR:11803579;SignaLink3:11803579;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:2544881;connectomeDB2020:15207811;connectomeDB2020:2544881	20
