hgnc_symbol	sorted_eBCs	sorted_immature_beta	sorted_ins_gfp_gcg_sst	sorted_ins_gfp_sst	sorted_pancreatic_proj
ASAP3	0.032547699214365906	0.027489860297431282	0.03038309114927346	0.025435073627844702	0.09446693657219968
TMEM201	0.0572390572390573	0.04461469130238847	0.08718626155878469	0.08032128514056232	0.06207827260458836
MTOR	0.24354657687990958	0.20594862550698323	0.22324966974900892	0.24497991967871435	0.30094466936572317
TP73	0	0	0	0	0.001349527665317139
MYOM3	0	0.0045065344749887345	0.002642007926023778	0.0013386880856760374	0.008097165991902834
HES5	0.015712682379349047	0.002253267237494367	0.017173051519154558	0.008032128514056224	0.41970310391363075
PARK7	2.195286195286212	1.3303289770166566	2.1677675033025134	1.805890227576986	2.5546558704453375
IL22RA1	0.004489337822671156	0.013068949977467331	0.002642007926023778	0.006693440428380187	0.009446693657219974
NR0B2	0.019079685746352416	0.010815682739972963	0.029062087186261562	0.010709504685408298	0.01484480431848853
IFNLR1	0.030303030303030325	0.030193780982424524	0.03170409511228534	0.024096385542168666	0.03643724696356274
LIN28A	0.006734006734006735	0.0036052275799909874	0.002642007926023778	0.004016064257028112	0.035087719298245605
CLIC4	0.07070707070707073	0.039657503379900864	0.05812417437252309	0.04953145917001341	0.24426450742240283
LUZP1	0.06958473625140296	0.06985128436232528	0.11492734478203442	0.08835341365461856	0.3211875843454803
GPR3	0.001122334455667789	9.013068949977468e-4	0	0.004016064257028112	0.001349527665317139
KDF1	0.15488215488215462	0.09193330328976981	0.2007926023778069	0.1338688085676039	0.05128205128205125
UQCRHL	0.038159371492704854	0.026588553402433535	0.04755614266842799	0.03078982597054885	0.05668016194331981
CD164L2	0.004489337822671156	0.0027039206849932404	0.0066050198150594455	0.002677376171352075	0
SZRD1	0.45903479236812433	0.31455610635421294	0.4821664464993379	0.38152610441767093	0.5263157894736867
PDIK1L	0.0673400673400674	0.07210455159981964	0.07926023778071335	0.07898259705488629	0.09851551956815109
CAMTA1	0.9102132435465736	0.7836863452005379	1.0396301188903594	0.9263721552878222	1.0499325236167376
NECAP2	0.1750841750841748	0.11131140153222109	0.18097754293262863	0.17804551539491287	0.22672064777328002
SRRM1	0.6520763187429832	0.5808922938260481	0.7675033025099103	0.6626506024096409	1.5762483130904132
AKR7A3	0.008978675645342313	0.005858494817485355	0.009247027741083222	0.014725568942436408	0.002699055330634278
ZNF593OS	0.006734006734006735	9.013068949977468e-4	0.002642007926023778	0.002677376171352075	0.002699055330634278
C1orf167	0.004489337822671156	0.0036052275799909874	0	0.002677376171352075	0.002699055330634278
FBXO6	0.02805836139169473	0.026588553402433535	0.03698811096433289	0.03480589022757697	0.028340080971659912
CNR2	0.004489337822671156	0.003154574132492114	0.002642007926023778	0.0013386880856760374	0.004048582995951417
NUDC	1.5656565656565755	1.2289319513294115	1.5601056803170446	1.4082998661312003	1.8178137651821793
TEX46	0.001122334455667789	0	0.002642007926023778	0.0013386880856760374	0
GPN2	0.17396184062850692	0.14195583596214412	0.20739762219286642	0.18072289156626492	0.14979757085020254
PNRC2	0.28507295173961766	0.1982875168995025	0.31175693527080506	0.2958500669344042	0.6059379217273985
LAPTM5	0.004489337822671156	0.013970256872465078	0.0066050198150594455	0.012048192771084335	0.001349527665317139
SLC30A2	0.004489337822671156	0.003154574132492114	0.003963011889035667	0.0013386880856760374	0.02024291497975709
PHACTR4	0.4242424242424229	0.37809824245155604	0.37120211360633953	0.34538152610441764	0.5276653171390038
CNKSR1	0.09203142536475863	0.04957187922487608	0.11228533685601065	0.08835341365461857	0.04048582995951416
FAM110D	0.004489337822671156	0.002253267237494367	0.001321003963011889	0.002677376171352075	0.013495276653171392
ICMT	0.3411896745230068	0.25461919783686127	0.3434610303830901	0.3145917001338689	0.2887989203778687
WASF2	0.7789001122334429	0.6372239747634072	0.8071334214002667	0.7362784471218231	0.9568151147098564
MED18	0.04601571268237939	0.035601622352411	0.060766182298546856	0.04149933065595717	0.03778677462887988
ZDHHC18	0.11335578002244653	0.08562415502478567	0.09907529722589171	0.08032128514056233	0.08232118758434542
SLC9A1	0.09764309764309757	0.06219017575484454	0.07133421400264199	0.07898259705488629	0.05937921727395409
LDLRAP1	0.7351290684623993	0.5651194231635883	1.1875825627476901	0.9879518072289191	0.27395411605937975
TENT5B	0.14253647586980897	0.17530419107706038	0.19947159841479506	0.20749665327978553	0.07422402159244261
ATP5IF1	2.236812570145918	1.5745831455610388	2.254953764861298	1.9210174029451266	1.7975708502024226
HMGCL	0.33782267115600345	0.22667868409193115	0.3157199471598407	0.2864792503346716	0.19703103913630277
SDC3	0.15039281705948346	0.03289770166741776	0.060766182298546856	0.08032128514056232	0.1025641025641025
GPATCH3	0.111111111111111	0.09328526363226641	0.14002642007926028	0.10441767068273106	0.07557354925775975
PAFAH2	0.08080808080808081	0.05723298783235693	0.10171730515191552	0.07630522088353421	0.06612685560053978
SRSF10	0.7564534231200871	0.5452906714736391	0.7635402906208745	0.6693440428380208	1.2510121457489884
WDTC1	0.12008978675645328	0.07931500675980149	0.1030383091149274	0.09370816599732272	0.1093117408906882
DHDDS	0.27272727272727204	0.19287967552951604	0.2615587846763535	0.20883534136546145	0.1740890688259113
SFN	0	0	0.002642007926023778	0	0.040485829959514164
DNAJC8	0.726150392817057	0.530869761153675	0.7542932628797903	0.6961178045515418	1.186234817813765
SESN2	0.6318742985409631	0.4042361424064912	0.5997357992073975	0.5287817938420357	0.21727395411605974
SERINC2	1.4646464646464736	1.220369535826937	0.9471598414795263	0.8995983935743009	0.5816464237516888
AJAP1	0.002244668911335578	0.0013519603424966202	0.007926023778071334	0.004016064257028112	0.002699055330634278
PTAFR	0.008978675645342313	0.0045065344749887345	0.005284015852047556	0.002677376171352075	0.005398110661268556
RPS6KA1	0.21548821548821503	0.1482649842271283	0.22192866578599688	0.1753681392235608	0.09716599190283394
HMGN2	0.6857463524130167	0.5885534024335297	0.8163804491413493	0.7001338688085702	1.8852901484480376
NKAIN1	0.028058361391694743	0.017575484452456065	0.015852047556142664	0.02275769745649263	0.05128205128205125
SNRNP40	0.11447811447811433	0.0932852636322664	0.10832232496697497	0.10843373493975918	0.21187584345479146
SLC25A33	0.20650953984287274	0.1415051825146453	0.43593130779392203	0.3306559571619815	0.19433198380566835
FBLIM1	0.14253647586980897	0.10410094637223923	0.12681638044914148	0.10307898259705502	0.11740890688259102
DNAJC16	0.23007856341189617	0.18972510139702403	0.2258916776750326	0.2155287817938416	0.17273954116059403
SYTL1	0.4983164983164968	0.20549797205948456	0.2021136063408189	0.14859437751004018	0.13225371120107962
EYA3	0.1762065095398425	0.13699864803965653	0.16908850726552171	0.15127175368139223	0.16734143049932546
ZNF593	0.5533108866442181	0.33303289770166755	0.5112285336856	0.3627844712182062	0.4547908232118778
PIGV	0.059483726150392886	0.052275799909869324	0.09247027741083225	0.07095046854083004	0.04453441295546557
FABP3	0.16722783389450038	0.15727805317710603	0.09643328929986793	0.07898259705488624	0.04318488529014844
C1orf158	0.20314253647586936	0.10229833258224375	0.16644649933949798	0.1325301204819278	0.05668016194331981
KLHL21	0.07182940516273852	0.05678233438485806	0.11096433289299876	0.07764390896921025	0.060728744939271224
EPHA2	0.002244668911335578	4.506534474988734e-4	0	0	0.024291497975708502
ARHGEF19	0.022446689113355785	0.007661108607480849	0.009247027741083222	0.00535475234270415	0.035087719298245605
DRAXIN	0.015712682379349047	0.009463722397476343	0.011889035667106999	0.013386880856760371	0.06207827260458836
GPR153	0.07856341189674523	0.07075259125732301	0.07529722589167766	0.07095046854083005	0.047233468286099846
MAP3K6	0.020202020202020204	0.021631365479945926	0.015852047556142664	0.009370816599732261	0.009446693657219974
KAZN	0.16273849607182914	0.0671473636773321	0.05151915455746365	0.053547523427041534	0.08232118758434544
TNFRSF1B	0.004489337822671156	0.008562415502478595	0.003963011889035667	0.006693440428380187	0.014844804318488532
TMEM82	0.007856341189674524	0.005407841369986482	0.019815059445178335	0.010709504685408298	0.001349527665317139
KIAA0319L	0.45679012345678865	0.21496169445696064	0.4240422721268153	0.3815261044176709	0.3306342780027004
UBE4B	0.20314253647586927	0.18476791347453653	0.22060766182298513	0.20883534136546136	0.2645074224021602
PTPRU	0.12682379349046002	0.024335286164939168	0.04887714663143987	0.05756358768406964	0.0809716599190283
ZMYM6	0.07519640852974187	0.06985128436232528	0.09379128137384415	0.06961178045515401	0.07287449392712547
GJB5	0	0	0	0	0.004048582995951417
AGO4	0.09539842873176203	0.09148264984227096	0.10964332892998689	0.08969210174029461	0.12685560053981101
CDCA8	0.010101010101010102	0.009914375844975216	0.015852047556142668	0.012048192771084335	0.20242914979757126
CPLANE2	0.010101010101010102	0.01036502929247409	0.013210039630118887	0.013386880856760371	0.014844804318488532
ZBTB8B	0.026936026936026952	0.011266336187471837	0.026420079260237785	0.029451137884872813	0.0458839406207827
RPL22	1.4702581369248147	0.8463271744028801	1.694848084544254	1.2998661311914395	4.2618083670715174
RNF207	0.05162738496071835	0.03289770166741776	0.04887714663143987	0.03346720214190093	0.03913630229419702
TRIT1	0.1099887766554432	0.06579540333483548	0.10435931307793933	0.09906291834002688	0.1241565452091767
MATN1	0.001122334455667789	0	0.002642007926023778	0	0
EXTL1	0.008978675645342313	0.01847679134745381	0.01056803170409511	0.013386880856760371	0.008097165991902834
CASZ1	0.4736251402918055	0.7219468228931935	0.38969616908850646	0.38286479250334693	0.284750337381917
AGMAT	0.09090909090909086	0.048670572329878335	0.0700132100396301	0.06291834002677381	0.07287449392712547
FAAP20	1.131313131313132	0.7507886435331207	1.2972258916776767	1.0575635876840748	0.9892037786774673
DNALI1	0.5611672278338927	0.3961243803515112	0.48877146631439733	0.44712182061579703	0.49662618083670984
SCMH1	0.111111111111111	0.08697611536728225	0.1545574636723909	0.11244979919678728	0.12145748987854244
IFFO2	0.019079685746352416	0.01712483100495719	0.022457067371202115	0.02275769745649263	0.19838056680161995
RRAGC	0.2760942760942754	0.2519152771518679	0.30250990752972184	0.21954484605086985	0.29014844804318596
KCNQ4	0.07182940516273852	0.007661108607480849	0.011889035667107	0.006693440428380187	0
GRIK3	0.004489337822671156	0.018927444794952685	0.007926023778071334	0.004016064257028112	0.0067476383265856945
PLA2G2D	0.001122334455667789	9.013068949977468e-4	0.001321003963011889	0.0013386880856760374	0
YRDC	0.12345679012345664	0.07210455159981966	0.10832232496697496	0.0923694779116467	0.09311740890688254
TRNP1	0.44556677890011087	0.40153222172149705	0.7278731836195522	0.6184738955823311	0.23481781376518265
CITED4	0.0808080808080808	0.0671473636773321	0.06869220607661822	0.05220883534136548	0.2199730094466942
FBXO2	0.32547699214365794	0.21406038756196302	0.42536327608982677	0.34136546184738953	0.1025641025641025
SLC25A34	0.038159371492704854	0.009914375844975216	0.015852047556142664	0.013386880856760371	0.009446693657219974
GUCA2B	0.3243546576879902	0.1662911221270831	0.31968295904887645	0.21686746987951794	0.06612685560053978
RCC2	0.11111111111111095	0.07030193780982416	0.07926023778071335	0.08032128514056232	0.40215924426450944
MRTO4	0.11223344556677876	0.09914375844975165	0.132100396301189	0.15394912985274425	0.29014844804318596
PSMB2	0.637485970819302	0.38981523208652635	0.589167767503303	0.5488621151271762	0.9527665317139051
ENSG00000274944	0	9.013068949977468e-4	0	0	0
NFYC	0.20875420875420822	0.15817936007210331	0.24834874504623466	0.16331994645247644	0.2820512820512832
CASP9	0.040404040404040435	0.02703920684993241	0.03963011889035666	0.029451137884872813	0.03373819163292847
DDI2	0.2772166105499432	0.18521856692203537	0.2708058124174368	0.24230254350736233	0.19163292847503413
UQCRH	1.7542087542087677	1.1428571428571321	1.8837516512549526	1.476572958500678	2.48448043184884
AGO1	0.5072951739618389	0.368634520054079	0.41743725231175566	0.3614457831325301	0.4790823211875864
THRAP3	0.9326599326599292	0.6849932401982862	0.8190224570673734	0.7737617135207528	1.792172739541155
RIMKLA	0.26823793490460096	0.1937809824245138	0.15587846763540286	0.14056224899598396	0.07962213225371115
BEND5	0.10662177328843983	0.06669671022983321	0.0686922060766182	0.08835341365461857	0.10796221322537106
C1orf122	3.0426487093153933	1.6295628661559016	2.7239101717305205	2.261044176706841	1.361673414304991
EPHA10	0.032547699214365906	0.030644434429923397	0.015852047556142664	0.02677376171352074	0.012145748987854253
FHL3	0.01234567901234568	0.004957187922487608	0.015852047556142664	0.013386880856760371	0.08906882591093113
RHBDL2	0.006734006734006735	0.006309148264984229	0.003963011889035667	0.008032128514056224	0.002699055330634278
INPP5B	0.04713804713804719	0.07165389815232076	0.06472919418758252	0.06425702811244985	0.06477732793522264
FAM183A	0.02244668911335579	0.02073005858494818	0.046235138705416096	0.03614457831325301	0.013495276653171392
ZMYM4	0.4657687991021309	0.3569175304191083	0.4570673712021122	0.41231593038822	0.5924426450742273
UTP11	0.13804713804713786	0.0847228481297879	0.11492734478203444	0.11512717536813936	0.2280701754385971
USP48	0.42199775533108747	0.2712933753943199	0.3976221928665772	0.35073627844712174	0.40890688259109503
POMGNT1	0.2839506172839498	0.20324470482198995	0.37384412153236357	0.3132530120481927	0.2537112010796229
C1orf216	0.06734006734006738	0.03244704821991889	0.0449141347424042	0.040160642570281124	0.05937921727395408
PPCS	0.4276094276094263	0.3235691753041909	0.402906208718625	0.3306559571619813	0.3306342780027004
IPP	0.23793490460157063	0.16493916178458626	0.22192866578599718	0.1726907630522087	0.19298245614035123
RLF	0.12570145903479216	0.11762054979720526	0.15852047556142668	0.15796519410977236	0.20647773279352277
CTNNBIP1	0.5095398428731744	0.4127985579089699	0.5957727873183621	0.48460508701472627	0.43049932523616935
CLSPN	0.011223344556677891	0.01712483100495719	0.034346103038309116	0.02275769745649263	0.48717948717948867
OXCT2	0.004489337822671156	0.003154574132492114	0.002642007926023778	0.002677376171352075	0
GNL2	0.1762065095398425	0.11446597566471314	0.154557463672391	0.13788487282463194	0.24831309041835423
GJA4	0.002244668911335578	0.0013519603424966202	0.011889035667107	0.002677376171352075	0.1727395411605939
MORN1	0.041526374859708226	0.036052275799909876	0.05151915455746365	0.03882195448460509	0.06342780026990551
TTC22	0.04826038159371497	0.038305543037404244	0.07133421400264198	0.05890227576974568	0.018893387314439944
TIE1	0.0056116722783389455	0.004957187922487608	0.001321003963011889	0.002677376171352075	0.004048582995951417
MYCBP	0.029180695847362534	0.021631365479945926	0.048877146631439876	0.04149933065595717	0.0742240215924426
MICOS10	0.4062850729517384	0.2703920684993223	0.5046235138705402	0.3949129852744315	0.40485829959514347
DLGAP3	0.053872053872053925	0.02839116719242903	0.0568031704095112	0.03614457831325301	0.012145748987854253
FOXO6	0.028058361391694743	0.016223524109959444	0.011889035667106999	0.014725568942436412	0.0067476383265856945
AGBL4	0.044893378226711605	0.031996394772420014	0.030383091149273456	0.02409638554216867	0.005398110661268556
RIMS3	0.0942760942760942	0.0220820189274448	0.018494055482166448	0.016064257028112445	0.0242914979757085
ECHDC2	0.278338945005611	0.20054078413699683	0.3976221928665773	0.28781793842034764	0.2766531713900144
RAB3B	5.1907968574635515	5.760703019378065	4.667107001321008	4.496653279785844	3.1457489878542386
SMIM12	0.34455667789001027	0.2492113564668745	0.3408190224570663	0.31325301204819267	0.34817813765182337
TNFRSF9	0.008978675645342313	0.01036502929247409	0.01056803170409511	0.010709504685408298	0.08636977058029685
CTPS1	0.22222222222222163	0.2100045065344731	0.18626155878467607	0.19678714859437724	0.25641025641025716
MYCL	0.007856341189674524	0.0027039206849932404	0.0066050198150594455	0.009370816599732261	0.009446693657219974
TMEM61	0.0572390572390573	0.07165389815232079	0.10700132100396309	0.10174029451137895	0.03238866396761132
TMEM269	0	0.0018026137899954935	0.009247027741083222	0.002677376171352075	0.004048582995951417
ERI3	0.7138047138047114	0.6543488057683642	0.6591809775429336	0.6037483266398945	0.7314439946018929
CZIB	0.18069584736251365	0.13564668769715996	0.2258916776750327	0.20883534136546167	0.3589743589743605
PODN	0.002244668911335578	4.506534474988734e-4	0.0066050198150594455	0.0013386880856760374	0
OSBPL9	0.41863075196408406	0.2861649391617832	0.3540290620871854	0.34136546184738975	0.5924426450742272
C1orf210	0.25364758698091977	0.16584046867958416	0.25759577278731793	0.22088353413654585	0.07422402159244261
SLC66A1	0.15937149270482576	0.12843623253717806	0.21136063408190198	0.16331994645247647	0.10121457489878535
PARS2	0.030303030303030325	0.012167643082469584	0.029062087186261566	0.04016064257028113	0.01619433198380567
ZYG11A	0	0	0.002642007926023778	0.0013386880856760374	0
ARID1A	1.2558922558922605	0.9278954484001756	1.134742404227217	1.060240963855427	1.3103913630229422
SVBP	0.3815937149270472	0.2757999098693089	0.2985468956406863	0.2958500669344044	0.4008097165991921
ENSG00000284686	0.0033670033670033673	0.0018026137899954935	0.002642007926023778	0.0013386880856760374	0.005398110661268556
ZYG11B	0.5521885521885503	0.3880126182965316	0.49273447820343286	0.445783132530121	0.3724696356275321
NFIA	0.03142536475869811	0.025236593059936915	0.02774108322324968	0.01874163319946452	0.17543859649122823
L1TD1	0.001122334455667789	4.506534474988734e-4	0.003963011889035667	0.002677376171352075	0.03103913630229419
ENSG00000284773	0.014590347923681258	0.014420910319963951	0.025099075297225895	0.013386880856760371	0.022941970310391357
TXNDC12	0.01346801346801347	0.013970256872465078	0.011889035667106999	0.01874163319946452	0.028340080971659916
ALPL	0.001122334455667789	4.506534474988734e-4	0.002642007926023778	0.004016064257028112	0.03373819163292847
SF3A3	0.2828282828282821	0.2140603875619628	0.3091149273447812	0.2744310575635874	0.5141700404858323
PCSK9	0.010101010101010102	0.01937809824245156	0.017173051519154554	0.013386880856760371	0.03508771929824561
TTC4	0.014590347923681258	0.018026137899954938	0.014531043593130776	0.013386880856760371	0.02294197031039136
BMP8B	0.007856341189674524	0.002253267237494367	0.009247027741083222	0.008032128514056224	0.010796221322537113
CYP2J2	0.04938271604938277	0.06940063091482641	0.03302509907529723	0.029451137884872816	0.0350877192982456
KLF17	0.001122334455667789	0	0	0.0013386880856760374	0.001349527665317139
PLPP3	0.06734006734006738	0.034700315457413256	0.047556142668427975	0.04417670682730925	0.06342780026990551
RSPO1	0	0	0.002642007926023778	0	0.014844804318488529
SNIP1	0.0819304152637486	0.07165389815232075	0.08058124174372526	0.07095046854083005	0.09581646423751682
CPT2	0.20763187429854052	0.11807120324470413	0.23249669749009208	0.22356091030789793	0.13495276653171392
FOXJ3	0.21661054994388274	0.19468228931951156	0.2060766182298544	0.1793842034805888	0.22941970310391432
TUT4	0.9966329966329931	0.7070752591257311	0.780713342140028	0.7523427041499364	0.9541160593792232
RAVER2	0.11447811447811429	0.07030193780982417	0.1400264200792603	0.1231593038821956	0.13495276653171387
TACSTD2	0	4.506534474988734e-4	0.005284015852047556	0	0.03508771929824561
CCDC30	0.39842873176206384	0.3127534925642176	0.3104359313077933	0.2838018741633196	0.29959514170040585
DIRAS3	0.007856341189674524	0.01036502929247409	0.040951122853368556	0.03212851405622489	0.008097165991902834
LURAP1	0.0033670033670033673	0.004055881027489861	0.009247027741083222	0.006693440428380187	0.013495276653171392
MAGOH	0.2143658810325472	0.13204146011716905	0.2126816380449138	0.1780455153949128	0.5924426450742273
MAST2	0.13131313131313113	0.19017575484452287	0.14266842800528406	0.11378848728246332	0.0850202429149797
PDE4B	0.029180695847362534	0.010815682739972963	0.017173051519154554	0.04417670682730925	0.05128205128205126
TSPAN1	0.6902356902356882	0.4312753492564233	0.9722589167767526	0.6987951807228936	0.1808367071524968
CDKN2C	0.001122334455667789	0.0018026137899954935	0.007926023778071334	0.0013386880856760374	0.0067476383265856945
CAPZB	1.2199775533108905	0.6462370437133835	1.9194187582562765	1.4672021419009464	0.9230769230769282
ZSWIM5	0.07182940516273852	0.054979720594862565	0.08850726552179662	0.060240963855421735	0.04183535762483129
ROR1	0.18630751964085254	0.09914375844975165	0.22721268163804453	0.16867469879518057	0.3103913630229433
OMA1	0.043771043771043815	0.022983325822442547	0.048877146631439876	0.03346720214190093	0.1201079622132253
SLC35D1	0.04713804713804718	0.07390716538981508	0.09907529722589173	0.05622489959839361	0.07827260458839402
LRP8	0.09764309764309759	0.17350157728706492	0.05812417437252308	0.04953145917001341	0.07152496626180832
TCEANC2	0.08978675645342306	0.06219017575484454	0.09907529722589173	0.07898259705488629	0.07557354925775975
KTI12	0.10325476992143647	0.03920684993240199	0.11360634081902253	0.10040160642570292	0.047233468286099846
LRRC42	0.3995510662177316	0.30058584948174744	0.4055482166446486	0.3882195448460514	0.3292847503373832
WLS	0.24017957351290634	0.09643983776475851	0.28929986789960316	0.35073627844712174	0.19433198380566852
KANK4	0.004489337822671156	0.0027039206849932404	0.003963011889035667	0	0.020242914979757085
DNAJB4	0.08978675645342309	0.07570977917981057	0.07793923381770146	0.06291834002677381	0.1241565452091767
USP1	0.142536475869809	0.11221270842721884	0.17701453104359302	0.1767068273092368	0.6437246963562782
AK5	0.07631874298540964	0.09103199639477205	0.08850726552179658	0.1325301204819278	0.0526315789473684
SPATA6	0.08193041526374858	0.06489409643983776	0.07793923381770144	0.07898259705488629	0.14574898785425108
GIPC2	0.0662177328843996	0.04912122577737721	0.058124174372523076	0.052208835341365493	0.05128205128205126
ANGPTL3	0.033670033670033676	0.0509238395673727	0.022457067371202115	0.01874163319946452	0.02294197031039136
GNG12	0.15263748597081908	0.05813429472735468	0.26023778071334164	0.27978580990629165	0.10661268556005392
