hgnc_symbol	unsorted_immature_beta	unsorted_ins_gfp	unsorted_ins_gfp_gcg_sst	unsorted_pancreatic_proj
WRAP73	0.09664246823956471	0.13669064748201445	0.13333333333333347	0.1012379642365888
EMC1	0.2096188747731406	0.3633093525179847	0.3416666666666663	0.16836313617606447
VPS13D	0.2382032667876598	0.2985611510791362	0.23958333333333323	0.15708390646492332
ARHGEF16	0.1252268602540839	0.1330935251798562	0.11666666666666678	0.05639614855570844
SPATA21	0.0018148820326678765	0.0017985611510791368	0.004166666666666667	0.00687757909215956
RBP7	0.0013611615245009074	0.0035971223021582736	0.008333333333333333	0.0019257221458046769
GPR157	0.01315789473684211	0.010791366906474819	0.02708333333333333	0.007977991746905092
ZBTB40	0.18284936479128924	0.215827338129496	0.1791666666666667	0.14607977991746832
FBXO44	0.13021778584392057	0.16366906474820136	0.14166666666666683	0.02861072902338379
PRDM2	0.3765880217785808	0.43705035971222916	0.37708333333333305	0.37634112792296925
NPHP4	0.09346642468239592	0.18165467625899265	0.12291666666666679	0.0522696011004127
ASAP3	0.036751361161524505	0.04496402877697843	0.0375	0.09738651994497945
TMEM201	0.052177858439201516	0.06294964028776981	0.11041666666666676	0.057221458046767586
MTOR	0.2735934664246826	0.32374100719424387	0.3104166666666664	0.2580467675378224
TP73	0.0013611615245009074	0	0.0020833333333333333	0.002200825309491059
MYOM3	0.007259528130671504	0.0017985611510791368	0.004166666666666667	0.005226960110041265
HES5	0.005898366606170598	0.0017985611510791368	0.004166666666666667	0.02090784044016507
PARK7	1.8484573502721908	2.8129496402877745	2.6833333333333407	2.1870701513066915
IL22RA1	0.03266787658802176	0.0197841726618705	0.008333333333333333	0.0019257221458046769
NR0B2	0.0322141560798548	0.06474820143884892	0.04791666666666666	0.06272352132049523
IFNLR1	0.05353901996370245	0.04136690647482015	0.04583333333333333	0.04346629986244845
LIN28A	0.03221415607985479	0.04136690647482014	0.01875	0.13012379642365887
CLIC4	0.1370235934664251	0.19784172661870492	0.13958333333333348	0.3325997248968341
LUZP1	0.17649727767695161	0.14928057553956828	0.16875000000000004	0.3845942228335621
GPR3	9.074410163339383e-4	0.0017985611510791368	0	0.0016506189821182944
KDF1	0.10707803992740504	0.17086330935251784	0.13750000000000012	0.016506189821182952
UQCRHL	0.04038112522686028	0.059352517985611544	0.0375	0.06547455295735906
CD164L2	0.0013611615245009074	0.00539568345323741	0.004166666666666667	0
SZRD1	0.37613430127041425	0.5017985611510776	0.49166666666666586	0.36396148555708163
PDIK1L	0.16197822141560858	0.18345323741007175	0.15416666666666676	0.10233837689133433
CAMTA1	1.229582577132461	1.248201438848916	1.4562500000000058	1.1372764786795042
NECAP2	0.2009981851179681	0.3021582733812942	0.21041666666666659	0.24071526822558068
SRRM1	1.1397459165154038	1.4388489208633035	1.325000000000002	2.1251719394772515
AKR7A3	0.01088929219600726	0.010791366906474819	0.020833333333333332	0.005502063273727648
ZNF593OS	0.0013611615245009074	0.00539568345323741	0.0020833333333333333	8.253094910591471e-4
C1orf167	0.005444646098003628	0.00539568345323741	0.00625	0.0024759284731774413
FBXO6	0.04219600725952815	0.059352517985611544	0.06041666666666666	0.02861072902338379
CNR2	0.0027223230490018143	0.00539568345323741	0.0020833333333333333	0.0019257221458046769
NUDC	1.3897459165153951	1.7266187050359643	1.6541666666666717	1.4151306740027316
TEX46	0	0.0017985611510791368	0	5.502063273727648e-4
GPN2	0.18557168784029107	0.25179856115107885	0.24791666666666656	0.12902338376891329
PNRC2	0.4532667876587971	0.6384892086330916	0.5583333333333326	0.9122420907840566
LAPTM5	0.014972776769509989	0.01438848920863309	0.014583333333333332	8.253094910591471e-4
SLC30A2	0.005444646098003628	0.00539568345323741	0.00625	0.0082530949105914745
PHACTR4	0.5535390199636931	0.6906474820143863	0.4979166666666659	0.585969738651998
CNKSR1	0.07940108892921979	0.12410071942446055	0.11458333333333344	0.044566712517193983
FAM110D	0.0022686025408348454	0.007194244604316547	0.008333333333333333	0.00990371389270977
ICMT	0.33802177858438964	0.42805755395683315	0.42291666666666605	0.22338376891333908
WASF2	0.7545372050816547	1.0233812949640249	0.8104166666666648	0.697936726272358
MED18	0.04945553539019971	0.0485611510791367	0.05833333333333333	0.053094910591471846
ZDHHC18	0.11978221415608024	0.13489208633093533	0.11875000000000016	0.08500687757909223
SLC9A1	0.05399274047186941	0.08093525179856122	0.11458333333333347	0.035488308115543356
LDLRAP1	0.3543557168784006	0.9028776978417234	1.0874999999999986	0.049793672627235254
TENT5B	0.07531760435571705	0.09892086330935258	0.08750000000000005	0.006327372764786797
ATP5IF1	2.649727767695103	3.4226618705036067	3.162500000000007	1.8808803301237558
HMGCL	0.2822141560798546	0.37230215827338015	0.3729166666666661	0.13700137551581812
SDC3	0.06397459165154275	0.18165467625899273	0.13750000000000012	0.09931224209078413
GPATCH3	0.11751361161524537	0.1654676258992805	0.15625000000000008	0.04209078404401654
PAFAH2	0.12477313974591693	0.16187050359712227	0.1875	0.07455295735900969
SRSF10	0.990925589836643	1.2428057553956784	1.0895833333333333	1.5766162310866259
WDTC1	0.14655172413793155	0.15287769784172656	0.1500000000000001	0.117193947730399
DHDDS	0.28629764065335706	0.3507194244604307	0.2708333333333332	0.1477303988995865
SFN	9.074410163339383e-4	0.00539568345323741	0	5.502063273727648e-4
DNAJC8	0.9668784029037921	1.1564748201438801	1.1583333333333332	1.3546079779917302
SESN2	0.34210526315789297	0.6097122302158255	0.4645833333333325	0.05997248968363141
SERINC2	1.3743194192377195	1.7320143884892014	0.8354166666666649	0.31636863823933775
AJAP1	0.004083484573502721	0.0035971223021582736	0.012499999999999999	0
PTAFR	0.005444646098003628	0.007194244604316547	0.008333333333333333	0.01210453920220083
RPS6KA1	0.13883847549909306	0.23920863309352478	0.18541666666666662	0.03493810178817059
HMGN2	1.5245009074409852	1.6924460431654609	1.5500000000000054	2.4525447042640427
NKAIN1	0.033121597096188726	0.03417266187050359	0.035416666666666666	0.06189821182943609
SNRNP40	0.2595281306715069	0.28776978417266125	0.2812499999999997	0.3975240715268206
SLC25A33	0.19555353901996445	0.3201438848920856	0.683333333333332	0.1793672627235194
FBLIM1	0.0930127041742289	0.13309352517985618	0.09166666666666672	0.10398899587345263
GJB3	0.0018148820326678765	0.0017985611510791368	0.004166666666666667	0.001375515818431912
DNAJC16	0.23366606170599005	0.2859712230215822	0.2979166666666665	0.20605226960109754
SYTL1	0.14246823956442875	0.598920863309351	0.13125000000000012	0.012379642365887214
EYA3	0.19646098003629842	0.25899280575539535	0.20000000000000004	0.17469050894085095
ZNF593	0.32304900181488067	0.5431654676258977	0.3708333333333328	0.26464924346629576
PIGV	0.0730490018148822	0.10971223021582743	0.11458333333333345	0.06354883081155438
FABP3	0.21778584392014588	0.26618705035971196	0.08333333333333336	0.009903713892709769
C1orf158	0.18194192377495527	0.3830935251798551	0.22916666666666666	0.03246217331499315
KLHL21	0.09437386569872987	0.1258992805755397	0.15625	0.0662998624484182
EPHA2	0.004083484573502721	0.00539568345323741	0.00625	0.039339752407152706
ARHGEF19	0.016787658802177863	0.028776978417266178	0.020833333333333332	0.058872077028885875
DRAXIN	0.015880217785843927	0.016187050359712227	0.01875	0.022008253094910606
GPR153	0.06896551724137942	0.09172661870503605	0.08125000000000003	0.011279229711141684
MAP3K6	0.019056261343012703	0.026978417266187042	0.008333333333333333	0.00357634112792297
KAZN	0.09301270417422892	0.18705035971223005	0.07708333333333336	0.09243466299862456
TNFRSF1B	0.004990925589836659	0.007194244604316547	0.00625	0.003851444291609353
TMEM82	0.0072595281306715035	0.0197841726618705	0.022916666666666665	0.007152682255845944
KIAA0319L	0.30852994555353797	0.534172661870502	0.4562499999999993	0.278129298486929
UBE4B	0.30535390199636914	0.3902877697841716	0.32499999999999957	0.2525447042640949
PTPRU	0.04537205081669695	0.14388489208633096	0.07708333333333336	0.05777166437414035
ZMYM6	0.1429219600725958	0.16546762589928046	0.17708333333333337	0.0982118294360386
GJB5	4.5372050816696913e-4	0	0	5.502063273727648e-4
AGO4	0.15018148820326732	0.17266187050359702	0.16458333333333336	0.18266850068775578
CDCA8	0.04174228675136117	0.06294964028776978	0.056249999999999994	0.13782668500687728
CPLANE2	0.014972776769509989	0.019784172661870502	0.010416666666666666	0.015405777166437424
ZBTB8B	0.02495462794918329	0.04316546762589929	0.056249999999999994	0.057221458046767586
RPL22	2.577586206896549	3.4064748201438952	3.170833333333341	6.597248968363084
RNF207	0.05535390199637034	0.09352517985611519	0.08541666666666672	0.05639614855570844
TRIT1	0.13339382940108938	0.14568345323741008	0.13958333333333345	0.17936726272351922
MATN1	9.074410163339383e-4	0.0017985611510791368	0	0.0016506189821182944
EXTL1	0.0117967332123412	0.008992805755395683	0.004166666666666667	0.0027510316368638235
CASZ1	0.6383847549909143	0.5269784172661857	0.25625	0.05667125171939482
AGMAT	0.09255898366606195	0.1618705035971223	0.11666666666666681	0.08115543328748287
FAAP20	0.6683303085299334	0.9406474820143849	0.964583333333331	0.5350756533700143
DNALI1	0.4900181488203208	0.6708633093525158	0.5145833333333326	0.50866574965612
SCMH1	0.13566243194192423	0.16187050359712227	0.18541666666666667	0.13617606602475898
IFFO2	0.03312159709618873	0.03237410071942445	0.02708333333333333	0.10866574965612114
RRAGC	0.3470961887477283	0.43525179856115	0.4208333333333326	0.18762035763411064
KCNQ4	0.0027223230490018143	0.043165467625899276	0	8.253094910591471e-4
GRIK3	0.029038112522685997	0.007194244604316547	0.012499999999999999	0.011004126547455301
PLA2G2D	0.0022686025408348454	0.0035971223021582736	0	0.002200825309491059
YRDC	0.14972776769510035	0.1816546762589927	0.19583333333333336	0.12407152682255856
TRNP1	0.4972776769509917	0.5035971223021569	0.8979166666666647	0.14883081155433212
CITED4	0.12749546279491863	0.11870503597122309	0.09166666666666672	0.521320495185694
FBXO2	0.12704174228675175	0.1978417266187049	0.2520833333333331	0.016781292984869335
SLC25A34	0.009528130671506351	0.061151079136690684	0.024999999999999998	0.012104539202200832
GUCA2B	0.1728675136116158	0.4226618705035962	0.37708333333333305	0.010729023383768917
RCC2	0.24637023593466517	0.28776978417266136	0.20833333333333331	0.7009628610729094
MRTO4	0.17468239564428376	0.20323741007194218	0.20416666666666666	0.2891334250343851
PSMB2	0.7858439201451769	1.1564748201438801	0.9729166666666644	1.0995873452544729
NFYC	0.2377495462794928	0.3129496402877691	0.2624999999999999	0.2872077028885801
CASP9	0.06624319419237763	0.0989208633093526	0.06875	0.0662998624484182
DDI2	0.2754083484573503	0.4622302158273368	0.3854166666666661	0.1909215955983471
UQCRH	1.6633393829400744	2.248201438848916	2.1000000000000076	2.119669876203529
AGO1	0.4872958257713181	0.6007194244604299	0.4854166666666659	0.584869325997251
THRAP3	0.9609800362976239	1.1528776978417221	1.0624999999999991	1.6016506189820863
RIMKLA	0.22232304900181576	0.31115107913668993	0.10208333333333343	0.04126547455295739
PADI4	4.5372050816696913e-4	0	0	5.502063273727648e-4
BEND5	0.11705989110707839	0.13848920863309355	0.10625000000000011	0.18129298486932383
C1orf122	1.8548094373865291	3.4028776978417383	2.3208333333333395	0.6055020632737302
EPHA10	0.03176043557168781	0.03417266187050359	0.03333333333333333	0.0016506189821182944
FHL3	0.009074410163339382	0.012589928057553955	0.020833333333333332	0.05006877579092164
RHBDL2	0.007713248638838472	0.00539568345323741	0.012499999999999999	0.006877579092159561
INPP5B	0.09482758620689681	0.09892086330935258	0.08958333333333336	0.0649243466299863
FAM183A	0.04264972776769513	0.04316546762589929	0.06041666666666666	0.014855570839064657
ZMYM4	0.5694192377495368	0.6816546762589905	0.6166666666666655	0.682806052269608
UTP11	0.18330308529945624	0.2338129496402874	0.16458333333333336	0.22723521320494794
USP48	0.4314882032667831	0.5719424460431636	0.5291666666666659	0.45557083906464835
POMGNT1	0.28312159709618834	0.3920863309352507	0.4333333333333326	0.22063273727647498
ENSG00000271741	0	0	0.0020833333333333333	5.502063273727648e-4
C1orf216	0.039927404718693306	0.08093525179856122	0.06458333333333333	0.04319119669876207
ACTL8	0	0	0	5.502063273727648e-4
PPCS	0.4800362976406467	0.74280575539568106	0.5749999999999991	0.41595598349380963
IPP	0.2318511796733222	0.25359712230215786	0.25833333333333314	0.13617606602475896
RLF	0.1851179673321241	0.18345323741007177	0.2395833333333332	0.2508940852819765
CTNNBIP1	0.6506352087114207	0.8687050359712198	0.6812499999999988	0.4676753782668493
CLSPN	0.11433756805807636	0.09712230215827346	0.1375000000000001	0.6335625859697386
OXCT2	0.0027223230490018143	0.0017985611510791368	0.00625	5.502063273727648e-4
GNL2	0.23366606170599002	0.36330935251798474	0.23333333333333328	0.3180192572214557
GJA4	0.04264972776769512	0.05935251798561153	0.035416666666666666	0.28005502063273463
MORN1	0.049001814882032715	0.0665467625899281	0.049999999999999996	0.06189821182943609
TTC22	0.06896551724137945	0.09172661870503603	0.12083333333333346	0.0038514442916093524
TIE1	0.006352087114337566	0.0017985611510791368	0.004166666666666667	0.00357634112792297
MYCBP	0.04264972776769512	0.0575539568345324	0.06249999999999999	0.10206327372764795
MICOS10	0.702813067150622	1.0053956834532334	1.091666666666666	0.6338376891334307
DLGAP3	0.03629764065335753	0.09712230215827347	0.06458333333333333	0.009078404401650622
FOXO6	0.02540834845735026	0.06115107913669068	0.00625	0.0082530949105914745
AGBL4	0.027223230490018135	0.03417266187050359	0.022916666666666665	0.00357634112792297
RIMS3	0.030399274047186908	0.09712230215827346	0.01875	0.015130674002751041
ECHDC2	0.2690562613430129	0.4046762589928045	0.4145833333333328	0.23686382393397168
RAB3B	6.781306715063518	6.92266187050361	5.056250000000005	2.157634112792246
SMIM12	0.3557168784029012	0.4028776978417254	0.41041666666666615	0.29876203576340854
TNFRSF9	0.019056261343012703	0.010791366906474819	0.0375	0.12819807427785418
CTPS1	0.2676950998185122	0.3219424460431648	0.25	0.2341127922971076
MYCL	0.019056261343012703	0.016187050359712227	0.024999999999999998	0.04924346629986249
TMEM61	0.07803992740471886	0.07374100719424463	0.1125000000000001	0.005226960110041266
TMEM269	0.004083484573502721	0.007194244604316547	0.0020833333333333333	0.0024759284731774413
ERI3	0.6488203266787532	0.8111510791366876	0.5249999999999991	0.475378266850068
CZIB	0.2686025408348461	0.3920863309352508	0.39791666666666614	0.42668500687757743
FAM151A	0.0018148820326678765	0	0	0.0016506189821182944
PODN	4.5372050816696913e-4	0.0035971223021582736	0.0020833333333333333	5.502063273727648e-4
OSBPL9	0.5281306715063453	0.7482014388489182	0.6062499999999988	0.8423658872077145
C1orf210	0.21869328493648	0.3021582733812945	0.3145833333333331	0.041540577716643774
SLC66A1	0.17332123411978284	0.2464028776978413	0.2541666666666665	0.05281980742778546
PARS2	0.035390199637023584	0.030575539568345318	0.06041666666666666	0.03466299862448421
ZYG11A	0	0	0	0.0016506189821182944
ARID1A	1.3520871143375373	1.7751798561151002	1.554166666666672	1.2863823933975136
SVBP	0.6488203266787549	0.8543165467625865	0.5416666666666659	0.6954607977991806
ENSG00000284686	0.003629764065335752	0.0017985611510791368	0.004166666666666667	0.003301237964236588
ZYG11B	0.5167876588021711	0.6510791366906454	0.6187499999999988	0.3491059147180173
NFIA	0.034936479128856626	0.04496402877697843	0.049999999999999996	0.01843191196698763
L1TD1	0.003629764065335752	0.007194244604316547	0.0020833333333333333	0.010453920220082536
ENSG00000284773	0.023593466424682383	0.03417266187050359	0.031249999999999997	0.020907840440165075
TXNDC12	0.019056261343012703	0.03597122302158273	0.029166666666666664	0.034387895460797825
ALPL	0.01678765880217786	0.007194244604316547	0.016666666666666666	0.058321870701513116
SF3A3	0.3911070780399238	0.46043165467625774	0.47916666666666596	0.5617606602475947
PCSK9	0.015426497277676957	0.03237410071942445	0.014583333333333334	0.01815680880330125
TTC4	0.030399274047186904	0.03237410071942445	0.024999999999999998	0.03411279229711144
BMP8B	0.0072595281306715035	0.021582733812949634	0.00625	0.0046767537826685
CYP2J2	0.11842105263157933	0.0953237410071943	0.03333333333333333	0.0082530949105914745
KLF17	9.074410163339383e-4	0.0035971223021582736	0	0.001375515818431912
PLPP3	0.1166061705989114	0.2464028776978413	0.15833333333333335	0.10508940852819816
SNIP1	0.11343012704174263	0.13489208633093533	0.11458333333333345	0.11609353507565347
CPT2	0.171506352087115	0.29316546762589857	0.3104166666666664	0.1108665749656122
FOXJ3	0.29627949183303015	0.3848920863309343	0.28333333333333305	0.24594222833562168
TUT4	1.126134301270393	1.4136690647481953	1.147916666666667	1.2495185694635402
RAVER2	0.13793103448275915	0.1564748201438848	0.20416666666666666	0.10949105914718028
TACSTD2	0.0031760435571687833	0.00539568345323741	0	0.020907840440165075
CCDC30	0.42967332123411484	0.6007194244604298	0.3270833333333329	0.327647867950479
DIRAS3	0.010889292196007257	0.010791366906474819	0.04791666666666666	0.012104539202200832
LURAP1	0.005444646098003628	0.00539568345323741	0.004166666666666667	0.002751031636863824
MAGOH	0.39609800362976033	0.4694244604316536	0.49166666666666603	0.8363136176066139
MAST2	0.21506352087114428	0.19604316546762568	0.1437500000000001	0.07345254470426416
PDE4B	0.010435571687840291	0.030575539568345314	0.06041666666666666	0.011004126547455301
TSPAN1	0.6424682395644209	1.3129496402877656	1.204166666666667	0.023108665749656136
CDKN2C	0.0022686025408348454	0.0017985611510791368	0.027083333333333334	0.0041265474552957355
CAPZB	0.9428312159709432	1.532374100719418	2.500000000000006	0.825584594222844
ZSWIM5	0.08166969147005464	0.12769784172661883	0.09583333333333342	0.038514442916093565
ROR1	0.24228675136116243	0.37769784172661786	0.28333333333333316	0.6112792297111439
OMA1	0.07622504537205099	0.12410071942446053	0.0958333333333334	0.18872077028885587
SLC35D1	0.11343012704174264	0.1348920863309353	0.15000000000000005	0.1287482806052269
LRP8	0.20644283121597173	0.11151079136690657	0.05208333333333333	0.02971114167812932
TCEANC2	0.10662431941923808	0.12949640287769792	0.11458333333333345	0.07345254470426416
KTI12	0.1052631578947372	0.24820143884892057	0.20833333333333326	0.09298486932599732
LRRC42	0.4941016333938231	0.7050359712230193	0.6249999999999989	0.36506189821182783
WLS	0.23457350272232394	0.3363309352517978	0.4937499999999994	0.35240715268225326
KANK4	0.004537205081669691	0.012589928057553958	0.008333333333333333	0.004126547455295735
DNAJB4	0.19646098003629844	0.2751798561151073	0.1916666666666667	0.23383768913342107
USP1	0.25907441016334	0.31294964028776906	0.27083333333333326	0.6250343878954626
AK5	0.10934664246823989	0.1276978417266188	0.1291666666666668	0.00907840440165062
SPATA6	0.1311252268602545	0.0953237410071943	0.11875000000000013	0.21430536451168855
GIPC2	0.10254083484573537	0.12589928057553967	0.12708333333333346	0.07867950481430543
ANGPTL3	0.11615245009074444	0.1187050359712231	0.04791666666666666	0.005226960110041265
GNG12	0.10662431941923806	0.2230215827338127	0.3895833333333328	0.08445667125171946
DNAJC6	0.14745916515426552	0.21942446043165428	0.2270833333333332	0.014305364511691893
AK4	0.02495462794918329	0.019784172661870502	0.029166666666666664	0.04759284731774419
LEPROT	0.6783121597096065	1.0899280575539525	0.8499999999999981	0.7221458046767618
RAD54L	0.015426497277676955	0.007194244604316547	0.010416666666666666	0.056121045392022055
CACHD1	0.057622504537205146	0.05755395683453239	0.04375	0.13149931224209066
EFCAB7	0.10163339382940138	0.1492805755395683	0.10208333333333344	0.11911966987620368
MCOLN2	9.074410163339383e-4	0	0	8.253094910591471e-4
ST6GALNAC5	0.18557168784029102	0.9532374100719393	1.0645833333333323	0.025034387895460815
ATG4C	0.05444646098003635	0.09712230215827344	0.05208333333333333	0.0806052269601101
ADGRL4	0.0013611615245009074	0.0017985611510791368	0.00625	0
HS2ST1	0.3856624319419206	0.501798561151078	0.5916666666666658	0.3130674002751004
GNG5	2.1442831215970672	2.687050359712232	2.6062500000000064	3.640440165061848
PPIE	0.28221415607985456	0.3758992805755385	0.3166666666666664	0.3328748280605204
MIGA1	0.7168784029037981	0.9226618705035934	0.708333333333332	0.23438789546079405
MTF1	0.18284936479128924	0.28776978417266136	0.20624999999999993	0.13342503438789527
CTBS	0.28901996370235883	0.5953237410071929	0.6124999999999989	0.15845942228335516
JAK1	1.2368421052631284	1.124100719424456	0.9145833333333312	0.5089408528198077
TTLL7	0.8770417422867334	1.1312949640287726	0.9645833333333312	0.5337001375515812
GADD45A	0.4514519056261298	0.6294964028776963	0.6145833333333324	0.5053645116918832
SLC44A5	0.07395644283121613	0.12230215827338142	0.11250000000000013	0.05969738651994503
KDM4A	0.24364791288566334	0.32733812949640223	0.2541666666666666	0.26244841815680486
ZNHIT6	0.21778584392014605	0.25359712230215786	0.1916666666666667	0.3298486932599699
MROH7	0.01088929219600726	0.010791366906474819	0.020833333333333332	0.0019257221458046769
PTGFR	0.004537205081669691	0.0035971223021582736	0	0.001375515818431912
ENSG00000267561	9.074410163339383e-4	0	0	0.002200825309491059
LMO4	0.16833030852994596	0.15467625899280574	0.5041666666666659	0.2649243466299825
PRPF38A	0.3529945553538997	0.40647482014388375	0.40833333333333277	0.5471801925722168
SYDE2	0.3470961887477287	0.27697841726618644	0.3812499999999994	0.15433287482805952
PIGK	0.19555353901996442	0.29676258992805693	0.2770833333333331	0.11416781292984879
ST6GALNAC3	0.014065335753176048	0.02338129496402877	0.029166666666666664	0.0569463548830812
GUCA2A	4.5372050816696913e-4	0	0	0
NDC1	0.03765880217785845	0.04316546762589929	0.05208333333333333	0.11746905089408538
USP24	0.388384754990922	0.46223021582733664	0.35624999999999973	0.22530949105914358
DOCK7	0.5049909255898298	0.5215827338129483	0.5333333333333325	0.6679504814305426
NEGR1	0.4736842105263113	0.36870503597122223	0.6479166666666656	0.02063273727647869
FAF1	0.2046279491833039	0.20863309352517956	0.23958333333333323	0.20275103163686103
FAAH	0.053992740471869416	0.06294964028776982	0.07291666666666669	0.033287482806052295
KYAT3	0.10072595281306745	0.1636690647482014	0.20833333333333331	0.12654745529573597
SHISAL2A	0.014519056261343017	0.03237410071942445	0.022916666666666665	0.0038514442916093524
DNTTIP2	0.3965517241379274	0.5251798561151063	0.4583333333333326	0.4522696011004121
ODF2L	0.9065335753175865	0.8075539568345295	0.7104166666666654	0.8883081155433423
PTPRF	1.4568965517241048	1.6870503597122235	1.145833333333333	1.2938101788170402
DHCR24	0.8920145190562467	1.3507194244604261	0.9812499999999977	0.48308115543328756
COL24A1	0.0031760435571687833	0.0017985611510791368	0	0.004126547455295735
BSND	0.003629764065335752	0	0	0.0019257221458046769
GPX7	0.26633393829401136	0.5341726618705019	0.6145833333333323	0.24594222833562154
SLC44A3	0.19010889292196084	0.2517985611510788	0.30416666666666653	0.32297111416781044
PKN2	0.6982758620689543	0.9208633093525143	0.9437499999999979	0.7763411279229809
TMED5	0.34301270417422725	0.8597122302158242	0.8395833333333313	0.25171939477303557
SLFNL1	0.0013611615245009074	0.0035971223021582736	0.004166666666666667	0.0016506189821182944
ABCD3	0.503629764065329	0.7841726618705008	1.0562499999999986	0.2960110041265442
ZMYND12	0.005898366606170597	0.00539568345323741	0.012499999999999999	0.005777166437414031
ALG14	0.16061705989110764	0.257194244604316	0.17916666666666667	0.2850068775790886
ZZZ3	0.4500907441016282	0.5449640287769766	0.5249999999999992	0.38982118294360263
YIPF1	0.15744101633393884	0.29856115107913594	0.27499999999999986	0.14745529573590013
LDLRAD1	0.014972776769509987	0.02877697841726618	0.04791666666666666	0.0019257221458046769
ENSG00000283761	0.019056261343012703	0.03417266187050359	0.00625	0.016506189821182952
